courier_id,vehicle,start_lat,start_lng,shift_starts_at,shift_ends_at
209007,bicycle,4.811365881758071,-75.69197326898575,2020-08-20 16:38:00.805601,2020-08-20 19:14:01.126895
159583,motorcycle,4.812263173048471,-75.70775538682938,2020-08-20 16:42:00.914378,2020-08-20 20:43:00.787723
401127,motorcycle,4.808440813540194,-75.68960756063461,2020-08-20 12:56:01.405475,2020-08-20 14:23:01.294051
390939,motorcycle,4.795110714963222,-75.74627727270126,2020-08-20 12:49:00.850501,2020-08-20 21:01:01.298485
236289,motorcycle,4.832371116005511,-75.68753689527512,2020-08-20 15:04:02.068683,2020-08-20 18:05:01.329559
356278,motorcycle,4.827704694351162,-75.67983359098434,2020-08-20 18:50:01.927443,2020-08-20 20:17:00.848875
385180,motorcycle,4.828044346986523,-75.68572372198105,2020-08-20 18:43:00.721686,2020-08-20 21:55:00.532158
406371,bicycle,4.803135642153698,-75.70450991392136,2020-08-20 18:44:01.484492,2020-08-20 20:35:01.599144
266554,motorcycle,4.827656534649144,-75.6798067688942,2020-08-20 16:51:01.084205,2020-08-20 20:57:00.618358
356842,motorcycle,4.789301134066022,-75.70921450853348,2020-08-20 16:23:01.138550,2020-08-20 20:44:00.796295
394249,walking,4.8065625851611244,-75.68285375833511,2020-08-20 19:26:02.728030,2020-08-20 20:55:01.393015
394664,motorcycle,4.834120073605455,-75.68315416574478,2020-08-20 16:35:01.003804,2020-08-20 23:44:00.391698
279736,motorcycle,4.800608525157834,-75.7266703248024,2020-08-20 17:35:01.463936,2020-08-20 21:51:00.572442
325156,motorcycle,4.79929807431845,-75.71257263422012,2020-08-20 19:03:00.893995,2020-08-20 23:53:00.448335
257393,motorcycle,4.804884599753642,-75.70683807134628,2020-08-20 18:22:00.928078,2020-08-20 21:37:00.498042
387781,motorcycle,4.811122548526775,-75.67938834428787,2020-08-20 19:09:00.881127,2020-08-20 23:53:00.448376
266933,motorcycle,4.811791714912836,-75.69216102361679,2020-08-20 18:44:01.484561,2020-08-20 21:55:00.531898
309061,motorcycle,4.834784170549206,-75.66965192556381,2020-08-20 18:40:00.850842,2020-08-20 22:28:00.421397
278914,motorcycle,4.8193350450830295,-75.7042470574379,2020-08-20 19:47:00.768241,2020-08-20 23:53:00.448287
256975,motorcycle,4.815135012122006,-75.67545086145401,2020-08-20 09:30:00.818797,2020-08-20 21:55:00.532110
332817,motorcycle,4.815266817622295,-75.69989651441574,2020-08-20 09:50:00.598974,2020-08-20 23:44:00.391717
298379,motorcycle,4.805300294023773,-75.73820382356644,2020-08-20 11:52:00.867323,2020-08-20 21:51:00.572762
147363,motorcycle,4.814128727821746,-75.69072335958481,2020-08-20 10:30:01.183984,2020-08-20 22:00:00.479852
328000,motorcycle,4.811340534546474,-75.67902892827988,2020-08-20 10:30:01.185410,2020-08-20 22:55:00.520762
371288,motorcycle,4.808486438521058,-75.71298569440842,2020-08-20 09:26:00.647052,2020-08-20 18:12:01.176271
379892,motorcycle,4.812204874461806,-75.682472884655,2020-08-20 08:22:00.463121,2020-08-20 22:28:00.421152
411028,motorcycle,4.8146179290055,-75.69427460432053,2020-08-20 08:23:00.598161,2020-08-20 23:53:00.448329
381368,motorcycle,4.8084256052132375,-75.69061607122421,2020-08-20 09:57:00.815255,2020-08-20 20:50:00.810640
409819,motorcycle,4.798461616335878,-75.70613533258438,2020-08-20 11:15:00.664805,2020-08-20 20:05:00.864050
172460,motorcycle,4.795992797926679,-75.74139565229416,2020-08-20 11:59:00.765490,2020-08-20 21:14:00.816748
332403,motorcycle,4.8164505324036995,-75.68644255399704,2020-08-20 06:01:00.413867,2020-08-20 21:09:00.549277
382740,motorcycle,4.787891829101433,-75.72416514158249,2020-08-20 09:47:00.703915,2020-08-20 22:05:00.645227
347447,motorcycle,4.799356372905116,-75.73481351137161,2020-08-20 08:52:00.744906,2020-08-20 17:47:00.864863
206511,motorcycle,4.820011815632576,-75.73300570249557,2020-08-20 12:25:01.565782,2020-08-20 20:47:01.572892
186273,motorcycle,4.770795134881688,-75.63752979040146,2020-08-20 08:43:00.528742,2020-08-20 17:55:00.698116
375692,motorcycle,4.807127827979649,-75.68339556455612,2020-08-20 12:32:00.937339,2020-08-20 22:33:00.427336
316605,motorcycle,4.81940601727549,-75.68307906389236,2020-08-20 12:16:00.910613,2020-08-20 20:22:01.493912
323038,motorcycle,4.819923100391996,-75.6732514500618,2020-08-20 12:28:00.948565,2020-08-20 18:10:00.930795
368026,motorcycle,4.806701994824884,-75.68357795476913,2020-08-20 12:28:00.948695,2020-08-20 21:55:00.532373
363947,motorcycle,4.801926580160689,-75.6688740849495,2020-08-20 12:27:00.772792,2020-08-20 20:28:01.007086
215156,motorcycle,4.841635521842896,-75.66229730844498,2020-08-20 08:15:00.867343,2020-08-20 14:39:01.466059
294826,motorcycle,4.818044872012926,-75.68045049905777,2020-08-20 08:08:00.463534,2020-08-20 19:46:01.013952
269564,motorcycle,4.806952932219659,-75.68364769220352,2020-08-20 11:27:00.804755,2020-08-20 20:43:00.788739
267862,motorcycle,4.796137277032763,-75.70825427770615,2020-08-20 10:24:01.029533,2020-08-20 19:35:00.902961
296807,motorcycle,4.804803488676534,-75.72930961847305,2020-08-20 10:12:00.812493,2020-08-20 21:51:00.572644
405205,motorcycle,4.831420595570755,-75.68521946668625,2020-08-20 12:00:02.058711,2020-08-20 21:06:01.115191
313799,motorcycle,4.834976809357308,-75.66413193941116,2020-08-20 09:52:00.694893,2020-08-20 20:03:01.078828
409328,car,4.8033916489907895,-75.70855468511581,2020-08-20 08:32:00.585879,2020-08-20 23:44:00.391584
154677,motorcycle,4.806618349026628,-75.6836262345314,2020-08-20 13:22:01.320573,2020-08-20 19:44:01.631570
347902,motorcycle,4.801181372139844,-75.70389837026596,2020-08-20 08:08:00.463701,2020-08-20 18:57:01.062815
206125,motorcycle,4.801097726341588,-75.70391446352005,2020-08-20 08:12:00.832671,2020-08-20 18:56:00.951975
147739,motorcycle,4.796565644908689,-75.74611634016037,2020-08-20 08:30:00.539326,2020-08-20 23:53:00.448323
269216,motorcycle,4.812810672818891,-75.68915158510208,2020-08-20 08:33:01.126383,2020-08-20 23:08:00.475417
196554,motorcycle,4.827560215245079,-75.69772392511368,2020-08-20 12:32:00.936904,2020-08-20 21:17:00.549689
204922,motorcycle,4.804268662511923,-75.73788732290268,2020-08-20 10:58:00.711742,2020-08-20 20:47:01.572131
395746,motorcycle,4.793508771190524,-75.73590248823166,2020-08-20 11:07:00.652179,2020-08-20 13:17:01.045231
155634,motorcycle,4.806818591998216,-75.68352967500687,2020-08-20 13:04:01.109384,2020-08-20 22:42:00.467412
360281,motorcycle,4.8030519963554354,-75.69775074720383,2020-08-20 13:02:02.004178,2020-08-20 15:40:00.586831
362824,walking,4.806577793488081,-75.68425387144089,2020-08-20 15:23:00.742194,2020-08-20 20:35:01.599042
399875,motorcycle,4.83893097436588,-75.66326290369034,2020-08-20 10:40:00.647980,2020-08-20 21:55:00.532337
310232,motorcycle,4.795427555108141,-75.72898238897324,2020-08-20 11:58:01.193734,2020-08-20 12:56:01.405882
168091,motorcycle,4.845171457860168,-75.66534966230392,2020-08-20 14:46:00.696727,2020-08-20 19:32:01.196464
366625,motorcycle,4.8153758106321405,-75.71193426847458,2020-08-20 09:58:00.608686,2020-08-20 20:26:00.808041
401553,car,4.80726977236457,-75.68145900964737,2020-08-20 17:30:00.859891,2020-08-20 20:47:01.572949
277690,motorcycle,4.846945762671709,-75.66672295331955,2020-08-20 17:27:01.090138,2020-08-20 20:25:00.829604
325003,motorcycle,4.812189666134849,-75.68249970674515,2020-08-20 07:18:00.562819,2020-08-20 23:08:00.475322
235942,motorcycle,4.8113506734311144,-75.70312052965164,2020-08-20 16:20:00.786658,2020-08-20 23:53:00.448399
354310,motorcycle,4.812592686799185,-75.77339440584183,2020-08-20 15:50:01.221960,2020-08-20 20:36:01.757441
172573,motorcycle,4.806879425306043,-75.6825640797615,2020-08-20 07:41:00.544213,2020-08-20 20:25:00.829254
316973,motorcycle,4.8235376127652145,-75.67025274038315,2020-08-20 07:41:00.544121,2020-08-20 19:46:01.012228
359116,motorcycle,4.8035538711449846,-75.69719284772873,2020-08-20 13:11:01.346028,2020-08-20 17:29:01.304598
168911,bicycle,4.791592521994069,-75.74799925088882,2020-08-20 18:09:02.220239,2020-08-20 19:39:00.859886
339992,motorcycle,4.809170813234083,-75.68389445543289,2020-08-20 07:18:00.562828,2020-08-20 20:46:00.921011
147847,motorcycle,4.808968035541334,-75.74551552534103,2020-08-20 07:01:00.493735,2020-08-20 14:11:01.232163
201118,motorcycle,4.804055745934534,-75.6838247179985,2020-08-20 21:30:00.782669,2020-08-20 22:07:00.459818
356812,motorcycle,4.812194735577172,-75.69467693567276,2020-08-20 15:16:00.820393,2020-08-20 22:53:00.520802
161754,motorcycle,4.836398787927699,-75.66436797380447,2020-08-20 12:19:01.311176,2020-08-20 20:25:00.829855
164719,motorcycle,4.801761823285332,-75.74649184942245,2020-08-20 12:50:00.943612,2020-08-20 23:53:00.448410
326368,motorcycle,4.806577793488081,-75.68429678678513,2020-08-20 19:03:00.894292,2020-08-20 20:39:00.779476
379974,bicycle,4.81488154000607,-75.703544318676,2020-08-20 16:51:01.084069,2020-08-20 20:04:01.355672
383738,motorcycle,4.806729876757636,-75.69287985563278,2020-08-20 18:52:01.820997,2020-08-20 22:40:00.487957
308823,motorcycle,4.791726862215505,-75.66914767026901,2020-08-20 18:37:00.833870,2020-08-20 22:05:00.645298
323539,motorcycle,4.795095506636272,-75.70768028497696,2020-08-20 12:44:01.884721,2020-08-20 21:34:00.688186
240457,motorcycle,4.813801748792194,-75.6960180401802,2020-08-20 18:06:01.144488,2020-08-20 23:53:00.448311
312088,motorcycle,4.806998557200522,-75.68348675966263,2020-08-20 16:15:00.745932,2020-08-20 22:20:00.589917
401099,motorcycle,4.807439598682251,-75.81921726465225,2020-08-20 19:27:01.032834,2020-08-20 20:35:01.598401
397944,motorcycle,4.835775246522502,-75.67032247781754,2020-08-20 12:53:02.536329,2020-08-20 22:00:00.480398
383233,motorcycle,4.807883174885141,-75.68689316511154,2020-08-20 00:00:00.522344,2020-08-20 22:10:00.471134
407529,motorcycle,4.805835120188391,-75.6697753071785,2020-08-20 00:00:00.522319,2020-08-20 23:53:00.448358
384379,motorcycle,4.812977964415403,-75.66418021917343,2020-08-20 00:00:00.522357,2020-08-20 21:42:00.665611
191315,motorcycle,4.807847688788904,-75.69834619760513,2020-08-20 00:00:00.522369,2020-08-20 00:01:00.622192
329177,motorcycle,4.838522884259227,-75.66931933164597,2020-08-20 10:33:00.706511,2020-08-20 21:17:00.549587
222037,motorcycle,4.814250394437401,-75.69069117307663,2020-08-20 10:31:00.637495,2020-08-20 21:22:00.629997
192126,motorcycle,4.810686576487363,-75.69386154413223,2020-08-20 10:33:00.706531,2020-08-20 20:09:00.842310
410167,motorcycle,4.816985358568324,-75.69373279809952,2020-08-20 11:19:00.686931,2020-08-20 22:42:00.467375
229525,motorcycle,4.8749316189919725,-75.62547594308853,2020-08-20 10:30:01.185166,2020-08-20 22:07:00.459722
192340,motorcycle,4.8065347032283725,-75.68202763795853,2020-08-20 10:31:00.637528,2020-08-20 11:18:01.222688
217998,walking,4.808947757772053,-75.69107741117477,2020-08-20 08:12:00.832815,2020-08-20 16:16:00.789697
211501,motorcycle,4.83593239923438,-75.66576272249222,2020-08-20 10:48:00.666817,2020-08-20 16:04:00.655936
242861,motorcycle,4.8271419862537925,-75.67701190710068,2020-08-20 11:39:00.951362,2020-08-20 13:29:01.002127
405708,motorcycle,4.797625158353291,-75.74818164110184,2020-08-20 14:05:01.005334,2020-08-20 16:02:01.424725
314962,motorcycle,4.795949707666971,-75.73244780302048,2020-08-20 10:49:00.810582,2020-08-20 20:58:00.696600
164893,motorcycle,4.827671742976101,-75.67957073450089,2020-08-20 07:01:00.493802,2020-08-20 13:20:01.053731
335331,walking,4.807520709759352,-75.683374106884,2020-08-20 06:24:00.353409,2020-08-20 21:51:00.572571
246846,bicycle,4.808347028857291,-75.70968121290207,2020-08-20 16:40:01.173555,2020-08-20 20:57:00.617870
189808,motorcycle,4.81301345051164,-75.69635063409805,2020-08-20 17:16:00.839006,2020-08-20 19:13:01.687092
249826,motorcycle,4.802142031459233,-75.6677582859993,2020-08-20 09:29:00.563304,2020-08-20 18:03:01.185302
205316,car,4.819357857573465,-75.70654302835464,2020-08-20 14:24:01.310528,2020-08-20 23:53:00.448353
253912,motorcycle,4.806129147842874,-75.74770420789719,2020-08-20 11:54:01.156544,2020-08-20 21:34:00.688054
376486,motorcycle,4.805044287186682,-75.74310690164566,2020-08-20 20:10:01.362681,2020-08-20 21:51:00.572852
240748,motorcycle,4.802390434132853,-75.70440798997879,2020-08-20 19:35:00.902462,2020-08-20 22:05:00.645708
219522,motorcycle,4.822835495004078,-75.72812408208847,2020-08-20 14:29:00.720707,2020-08-20 22:42:00.467421
204043,motorcycle,4.803500642000635,-75.6972786784172,2020-08-20 13:03:03.115785,2020-08-20 18:10:00.931725
298188,motorcycle,4.843650625164564,-75.66327899694443,2020-08-20 12:12:01.120804,2020-08-20 22:15:00.523455
312641,motorcycle,4.791222452704801,-75.73031276464462,2020-08-20 19:20:01.549262,2020-08-20 21:51:00.572579
359175,motorcycle,4.811325326219517,-75.67868024110794,2020-08-20 18:34:01.027381,2020-08-20 22:07:00.459750
313167,motorcycle,4.81072713202591,-75.69176942110062,2020-08-20 10:56:00.886011,2020-08-20 22:17:00.482416
159502,motorcycle,4.803525989212233,-75.69767028093338,2020-08-20 12:37:00.901838,2020-08-20 22:23:00.469415
312847,motorcycle,4.799675747771197,-75.70663958787918,2020-08-20 12:51:01.169553,2020-08-20 21:18:00.699895
392878,motorcycle,4.809320361782476,-75.76151221990585,2020-08-20 13:04:01.109166,2020-08-20 21:48:00.524821
156221,motorcycle,4.810144146159267,-75.74005454778671,2020-08-20 12:24:01.027036,2020-08-20 21:48:00.524692
355592,motorcycle,4.795640471685523,-75.77802389860153,2020-08-20 11:50:00.768436,2020-08-20 21:24:00.782455
235035,motorcycle,4.811748624653127,-75.73789805173874,2020-08-20 09:20:00.486186,2020-08-20 19:40:01.031161
389749,car,4.786064295145543,-75.73658376932144,2020-08-20 09:44:00.648037,2020-08-20 16:40:01.173877
187344,motorcycle,4.830492887626441,-75.67901283502579,2020-08-20 11:38:01.367982,2020-08-20 14:28:00.562641
394416,motorcycle,4.8206936556244315,-75.70003598928452,2020-08-20 12:07:00.931375,2020-08-20 22:19:00.536335
232546,motorcycle,4.804864321984361,-75.70704728364944,2020-08-20 11:56:06.126420,2020-08-20 23:44:00.391591
305357,motorcycle,4.832094831399139,-75.68885117769241,2020-08-20 11:40:00.792344,2020-08-20 18:25:00.818916
393607,bicycle,4.816600080952107,-75.69936007261276,2020-08-20 12:12:01.120945,2020-08-20 16:24:00.629102
286300,bicycle,4.810823451429968,-75.69368988275528,2020-08-20 11:32:01.128608,2020-08-20 11:32:01.128608
406799,walking,4.837955106719534,-75.66830545663834,2020-08-20 11:19:00.686816,2020-08-20 20:11:00.702762
246818,walking,4.807852758231228,-75.6867590546608,2020-08-20 12:51:01.169600,2020-08-20 22:31:00.354952
201139,motorcycle,4.797526304228079,-75.72296887636185,2020-08-20 20:18:00.953218,2020-08-20 23:08:00.475341
376963,motorcycle,4.799145991048896,-75.73416441679001,2020-08-20 16:54:00.952759,2020-08-20 21:27:00.637880
244065,motorcycle,4.810810777824173,-75.68107277154922,2020-08-20 12:04:00.924971,2020-08-20 21:29:00.833960
410926,motorcycle,4.795577103656548,-75.69529384374619,2020-08-20 13:44:00.911136,2020-08-20 21:03:00.720059
361080,bicycle,4.79622852699449,-75.71998089551926,2020-08-20 17:39:00.640546,2020-08-20 20:41:00.810135
390399,motorcycle,4.808899598070035,-75.6845435500145,2020-08-20 06:28:00.442551,2020-08-20 22:28:00.421139
399991,motorcycle,4.8062077241988135,-75.68851858377457,2020-08-20 18:03:01.185210,2020-08-20 19:20:01.549459
161452,motorcycle,4.808189876145413,-75.80459386110306,2020-08-20 19:05:01.432242,2020-08-20 23:05:00.499293
199501,bicycle,4.82795056230362,-75.68060606718063,2020-08-20 19:09:00.880974,2020-08-20 23:53:00.448299
211977,motorcycle,4.80746748061501,-75.72139710187912,2020-08-20 18:34:01.026992,2020-08-20 21:42:00.665985
190661,motorcycle,4.806438383824307,-75.68417340517044,2020-08-20 18:39:01.615569,2020-08-20 23:08:00.475411
224801,motorcycle,4.824967195499077,-75.68557351827621,2020-08-20 09:24:01.155747,2020-08-20 21:41:00.509221
209396,motorcycle,4.807764042990648,-75.68462401628494,2020-08-20 14:38:01.429875,2020-08-20 14:40:00.959983
244213,motorcycle,4.804922620571027,-75.74302107095718,2020-08-20 07:41:00.544143,2020-08-20 22:05:00.645747
156877,motorcycle,4.788847418978499,-75.67320317029953,2020-08-20 12:57:00.857231,2020-08-20 19:08:01.064021
359852,motorcycle,4.834185976355592,-75.68389981985092,2020-08-20 11:24:00.928111,2020-08-20 21:46:00.647594
187471,motorcycle,4.816787650317899,-75.6966832280159,2020-08-20 11:13:00.776370,2020-08-20 21:23:00.538839
371867,motorcycle,4.806983348873565,-75.71876853704453,2020-08-20 11:02:00.764351,2020-08-20 13:39:00.722834
361567,bicycle,4.83227986604377,-75.68893700838089,2020-08-20 00:00:00.522306,2020-08-20 18:49:01.572286
391632,motorcycle,4.809791819918118,-75.73997408151627,2020-08-20 10:14:00.702672,2020-08-20 22:57:00.341679
274110,motorcycle,4.81617678251849,-75.67943125963211,2020-08-20 07:01:00.493778,2020-08-20 17:09:01.528446
352765,bicycle,4.883466025135469,-75.62246650457382,2020-08-20 00:00:00.522293,2020-08-20 23:53:00.448393
271715,bicycle,4.840208473830181,-75.67461401224136,2020-08-20 07:55:00.777954,2020-08-20 15:53:00.730132
213402,motorcycle,4.811700464951102,-75.68597584962845,2020-08-20 06:21:00.493660,2020-08-20 19:55:01.130839
158412,motorcycle,4.8140831028408755,-75.708227455616,2020-08-20 07:41:00.544165,2020-08-20 21:11:00.717166
194629,motorcycle,4.794910471991635,-75.70805579423904,2020-08-20 07:41:00.544191,2020-08-20 21:09:00.549048
267492,car,4.799333560414688,-75.75091749429703,2020-08-20 07:55:00.777844,2020-08-20 17:49:00.879036
230697,motorcycle,4.818975114678402,-75.69953173398972,2020-08-20 08:02:00.550748,2020-08-20 17:26:00.732753
326366,motorcycle,4.83416823330748,-75.68350285291672,2020-08-20 06:38:00.541782,2020-08-20 15:32:01.239070
313722,motorcycle,4.816582337903988,-75.71011573076248,2020-08-20 12:17:01.548183,2020-08-20 20:16:01.937363
274034,motorcycle,4.8105066112850565,-75.68961292505264,2020-08-20 09:57:00.815200,2020-08-20 22:10:00.470955
201128,motorcycle,4.813218762925544,-75.71250826120377,2020-08-20 12:19:01.311199,2020-08-20 22:33:00.427474
265969,motorcycle,4.806164633939105,-75.73955565690994,2020-08-20 12:31:01.022362,2020-08-20 16:56:01.231203
314364,motorcycle,4.7994197409341055,-75.6921449303627,2020-08-20 08:30:00.539308,2020-08-20 19:31:01.607182
202969,motorcycle,4.810212583630566,-75.68948954343796,2020-08-20 10:40:00.648033,2020-08-20 15:55:00.719291
270857,walking,4.803982239020918,-75.66583782434464,2020-08-20 11:54:01.156916,2020-08-20 18:45:00.801070
206521,motorcycle,4.8087500495216275,-75.68128734827042,2020-08-20 12:09:01.141730,2020-08-20 14:35:01.913047
147329,motorcycle,4.806907307238795,-75.68552523851395,2020-08-20 10:58:00.712000,2020-08-20 22:00:00.479916
384644,motorcycle,4.819631607458668,-75.67363768815994,2020-08-20 10:17:00.710819,2020-08-20 14:02:00.683880
172453,motorcycle,4.809023799406837,-75.69115787744522,2020-08-20 10:35:00.631470,2020-08-20 20:41:00.810446
77930,motorcycle,4.812118693942388,-75.69456428289413,2020-08-20 12:29:01.190039,2020-08-20 20:19:00.838325
189830,motorcycle,4.846507255911142,-75.66902965307236,2020-08-20 11:17:00.680594,2020-08-20 20:11:00.703511
188969,motorcycle,4.803670468318316,-75.73758155107498,2020-08-20 11:27:00.804982,2020-08-20 23:53:00.448293
257576,motorcycle,4.8125597354241165,-75.67943662405014,2020-08-20 08:41:00.512483,2020-08-20 20:39:00.779066
287243,car,4.820957266625008,-75.68858295679092,2020-08-20 11:17:00.680144,2020-08-20 13:53:00.929016
214010,motorcycle,4.827732576283914,-75.6796458363533,2020-08-20 17:00:01.725516,2020-08-20 20:03:01.079021
201247,motorcycle,4.8278770553899975,-75.68912476301193,2020-08-20 00:00:00.522376,2020-08-20 23:08:00.475430
376308,motorcycle,4.835199864819337,-75.68090111017227,2020-08-20 10:56:00.886584,2020-08-20 13:48:00.843267
161445,motorcycle,4.8447988538497455,-75.66879898309708,2020-08-20 13:55:00.790040,2020-08-20 15:34:00.728336
218244,motorcycle,4.827656534649144,-75.67957073450089,2020-08-20 14:30:00.927850,2020-08-20 21:51:00.572830
269531,bicycle,4.824080043093311,-75.67439943552017,2020-08-20 13:50:01.100388,2020-08-20 23:53:00.448405
352892,motorcycle,4.801381615111431,-75.71205765008926,2020-08-20 18:03:01.184966,2020-08-20 22:05:00.645196
402076,bicycle,4.791584917830583,-75.74799925088882,2020-08-20 18:00:01.463228,2020-08-20 22:31:00.355119
169724,motorcycle,4.807900917933246,-75.68845421075821,2020-08-20 18:29:00.739327,2020-08-20 23:08:00.475385
155510,motorcycle,4.810349458573178,-75.7396200299263,2020-08-20 15:54:00.792440,2020-08-20 20:49:01.074662
306733,motorcycle,4.819591051920121,-75.68019837141037,2020-08-20 18:04:01.084896,2020-08-20 21:06:01.115829
230929,motorcycle,4.7968216517457805,-75.74731260538101,2020-08-20 22:04:00.578348,2020-08-20 22:26:00.615530
328794,motorcycle,4.8140197348119,-75.68784266710281,2020-08-20 11:53:00.924486,2020-08-20 19:22:01.111281
315400,motorcycle,4.806704529546046,-75.6828698515892,2020-08-20 11:06:00.595769,2020-08-20 21:51:00.572789
315996,motorcycle,4.800524879359578,-75.70572763681412,2020-08-20 09:26:00.646852,2020-08-20 19:15:00.981429
317958,motorcycle,4.80521664822551,-75.68303614854813,2020-08-20 12:45:00.921938,2020-08-20 23:53:00.448347
379087,motorcycle,4.852524683943415,-75.66217929124832,2020-08-20 07:41:00.544243,2020-08-20 22:00:00.480254
354581,motorcycle,4.80651189073793,-75.68423241376877,2020-08-20 10:35:00.630998,2020-08-20 21:23:00.538945
154606,motorcycle,4.79922710212599,-75.72824209928513,2020-08-20 12:30:01.632493,2020-08-20 23:53:00.448305
392660,motorcycle,4.815710393825178,-75.68907111883163,2020-08-20 08:21:00.648404,2020-08-20 21:33:00.850070
344790,motorcycle,4.8259988270109275,-75.70205301046371,2020-08-20 19:08:01.064079,2020-08-20 23:44:00.391679
