ORDER_ID + (SELECT NOISE FROM VARS),store_lat,store_lng,user_lat,user_lng,dispatch_at,pickup_at_lb,pickup_at_ub,deliver_at_lb,deliver_at_ub
106439087.0,11.009985,-74.812551,11.0122979,-74.8239383,2020-08-16 21:39:02.245523,2020-08-16 21:38:01.000000,2020-08-16 21:48:01.000000,2020-08-16 21:44:33.000000,2020-08-16 22:00:33.000000
106434244.0,11.008223472928,-74.814941079285,11.012133,-74.829704,2020-08-16 21:27:03.647795,2020-08-16 21:26:03.000000,2020-08-16 21:36:03.000000,2020-08-16 21:20:58.000000,2020-08-16 21:36:58.000000
106439644.0,11.005208354733,-74.801445306134,11.007182,-74.807251,2020-08-16 21:58:01.818503,2020-08-16 21:57:33.000000,2020-08-16 22:07:33.000000,2020-08-16 21:47:27.000000,2020-08-16 22:03:27.000000
106442673.0,10.975781,-74.80437,10.972230350191,-74.793391339481,2020-08-16 21:59:02.360719,2020-08-16 22:02:21.000000,2020-08-16 22:12:21.000000,2020-08-16 22:07:58.000000,2020-08-16 22:23:58.000000
106441209.0,11.010363867163,-74.812464346892,11.016877426371,-74.817380346358,2020-08-16 21:53:03.094615,2020-08-16 21:52:15.000000,2020-08-16 22:02:15.000000,2020-08-16 21:57:31.000000,2020-08-16 22:13:31.000000
106436946.0,10.984472,-74.81178,10.980202,-74.8168416,2020-08-16 21:42:03.040781,2020-08-16 22:05:10.000000,2020-08-16 22:15:10.000000,2020-08-16 21:33:28.000000,2020-08-16 21:49:28.000000
106437790.0,11.003058,-74.823999,11.010487,-74.818695,2020-08-16 21:26:04.157258,2020-08-16 21:25:38.000000,2020-08-16 21:35:38.000000,2020-08-16 21:37:39.000000,2020-08-16 21:53:39.000000
106442554.0,11.001220860159,-74.806002256449,11.010421,-74.815544,2020-08-16 22:00:02.618428,2020-08-16 21:59:11.000000,2020-08-16 22:09:11.000000,2020-08-16 22:07:04.000000,2020-08-16 22:23:04.000000
106439110.0,11.010304,-74.812547,11.017,-74.826276,2020-08-16 21:42:03.040757,2020-08-16 21:41:27.000000,2020-08-16 21:51:27.000000,2020-08-16 21:44:43.000000,2020-08-16 22:00:43.000000
106442212.0,11.013526,-74.827335,11.019024,-74.82328,2020-08-16 21:53:03.094783,2020-08-16 21:52:21.000000,2020-08-16 22:02:21.000000,2020-08-16 22:04:46.000000,2020-08-16 22:20:46.000000
106439129.0,10.986908283363,-74.817813754631,10.979763444468,-74.80496942997,2020-08-16 21:47:02.249118,2020-08-16 21:55:27.000000,2020-08-16 22:05:27.000000,2020-08-16 21:44:51.000000,2020-08-16 22:00:51.000000
106439425.0,11.001819709305,-74.820336930233,11.008397,-74.834124,2020-08-16 21:57:03.125026,2020-08-16 21:56:11.000000,2020-08-16 22:06:11.000000,2020-08-16 21:45:24.000000,2020-08-16 22:01:24.000000
106439763.0,11.0024555,-74.80900465,11.007369,-74.806272,2020-08-16 21:55:02.707418,2020-08-16 21:59:18.000000,2020-08-16 22:09:18.000000,2020-08-16 21:54:09.000000,2020-08-16 22:10:09.000000
106439904.0,11.010512,-74.834224,11.0197852,-74.8645091,2020-08-16 22:06:02.089970,2020-08-16 22:14:32.000000,2020-08-16 22:24:32.000000,2020-08-16 21:48:55.000000,2020-08-16 22:04:55.000000
106441801.0,11.008223472928,-74.814941079285,11.018263,-74.824817,2020-08-16 22:04:01.596848,2020-08-16 22:02:54.000000,2020-08-16 22:12:54.000000,2020-08-16 22:01:38.000000,2020-08-16 22:17:38.000000
106439312.0,11.015065172055,-74.826669792337,11.008453,-74.834145,2020-08-16 21:45:02.580445,2020-08-16 21:46:11.000000,2020-08-16 21:56:11.000000,2020-08-16 21:45:46.000000,2020-08-16 22:01:46.000000
106442505.0,11.008924,-74.825465,10.9978203,-74.808472,2020-08-16 22:16:01.368928,2020-08-16 22:15:50.000000,2020-08-16 22:25:50.000000,2020-08-16 22:06:46.000000,2020-08-16 22:22:46.000000
106442875.0,11.008223472928,-74.814941079285,10.991928339732,-74.796183246406,2020-08-16 22:13:01.705490,2020-08-16 22:12:07.000000,2020-08-16 22:22:07.000000,2020-08-16 22:09:32.000000,2020-08-16 22:25:32.000000
106442157.0,11.001220860159,-74.806002256449,11.021415,-74.817215,2020-08-16 21:59:02.360662,2020-08-16 21:58:43.000000,2020-08-16 22:08:43.000000,2020-08-16 22:04:23.000000,2020-08-16 22:20:23.000000
106442362.0,11.002559,-74.827874,11.009664,-74.811839,2020-08-16 21:57:03.125017,2020-08-16 22:05:45.000000,2020-08-16 22:15:45.000000,2020-08-16 22:05:44.000000,2020-08-16 22:21:44.000000
106436598.0,11.006772903815,-74.819013016446,11.008199,-74.815947,2020-08-16 21:57:03.124958,2020-08-16 21:56:13.000000,2020-08-16 22:06:13.000000,2020-08-16 21:31:56.000000,2020-08-16 21:47:56.000000
106434735.0,11.001220860159,-74.806002256449,10.981851,-74.830914,2020-08-16 21:18:03.203550,2020-08-16 21:17:14.000000,2020-08-16 21:27:14.000000,2020-08-16 21:23:07.000000,2020-08-16 21:39:07.000000
106436002.0,11.008223472928,-74.814941079285,10.980659,-74.832316,2020-08-16 21:31:03.398871,2020-08-16 21:30:28.000000,2020-08-16 21:40:28.000000,2020-08-16 21:29:03.000000,2020-08-16 21:45:03.000000
106440336.0,10.99988,-74.807821,10.984421708236,-74.803692363203,2020-08-16 21:41:02.778314,2020-08-16 21:40:43.000000,2020-08-16 21:50:43.000000,2020-08-16 21:51:36.000000,2020-08-16 22:07:36.000000
106438675.0,11.008924,-74.825465,11.000536,-74.82081,2020-08-16 21:57:03.124993,2020-08-16 21:56:28.000000,2020-08-16 22:06:28.000000,2020-08-16 21:42:17.000000,2020-08-16 21:58:17.000000
106438469.0,11.008223472928,-74.814941079285,11.0237629,-74.8158393,2020-08-16 21:43:02.536425,2020-08-16 21:42:13.000000,2020-08-16 21:52:13.000000,2020-08-16 21:41:04.000000,2020-08-16 21:57:04.000000
106439334.0,11.004454,-74.808922,11.020408,-74.823209,2020-08-16 21:58:01.818443,2020-08-16 21:57:38.000000,2020-08-16 22:07:38.000000,2020-08-16 21:45:53.000000,2020-08-16 22:01:53.000000
106442264.0,11.021773018859,-74.810744345605,11.008147,-74.837328,2020-08-16 22:13:01.705524,2020-08-16 22:31:12.000000,2020-08-16 22:41:12.000000,2020-08-16 22:05:05.000000,2020-08-16 22:21:05.000000
106441931.0,11.002171,-74.827815,10.992101726476,-74.811290717137,2020-08-16 21:45:02.580464,2020-08-16 21:41:59.000000,2020-08-16 21:51:59.000000,2020-08-16 22:02:39.000000,2020-08-16 22:18:39.000000
106432091.0,11.021773018859,-74.810744345605,11.006466,-74.809668,2020-08-16 21:44:02.520962,2020-08-16 21:43:16.000000,2020-08-16 21:53:16.000000,2020-08-16 21:12:24.000000,2020-08-16 21:28:24.000000
106438576.0,11.003058,-74.823999,11.0198014,-74.8680976,2020-08-16 21:30:03.837256,2020-08-16 21:29:18.000000,2020-08-16 21:39:18.000000,2020-08-16 21:41:39.000000,2020-08-16 21:57:39.000000
106433473.0,10.994351,-74.810046,10.985892,-74.812321,2020-08-16 21:02:03.737925,2020-08-16 21:01:46.000000,2020-08-16 21:11:46.000000,2020-08-16 21:17:46.000000,2020-08-16 21:33:46.000000
106404683.0,11.016871,-74.82406,11.020283,-74.863761,2020-08-16 19:53:06.485356,2020-08-16 19:52:46.000000,2020-08-16 20:02:46.000000,2020-08-16 19:59:35.000000,2020-08-16 20:15:35.000000
106318298.0,11.015665810646,-74.825870341105,11.016053,-74.818974,2020-08-16 15:57:04.133016,2020-08-16 15:56:41.000000,2020-08-16 16:06:41.000000,2020-08-16 16:07:44.000000,2020-08-16 16:23:44.000000
106407331.0,11.00515,-74.80207,10.999776,-74.80986,2020-08-16 20:04:06.632333,2020-08-16 20:20:15.000000,2020-08-16 20:30:15.000000,2020-08-16 20:05:21.000000,2020-08-16 20:21:21.000000
106405967.0,11.008223472928,-74.814941079285,11.017506001546,-74.825633168221,2020-08-16 20:02:06.839813,2020-08-16 20:01:07.000000,2020-08-16 20:11:07.000000,2020-08-16 20:02:27.000000,2020-08-16 20:18:27.000000
106429964.0,10.989279,-74.813545,10.998886772824,-74.795657806098,2020-08-16 21:07:04.237675,2020-08-16 21:06:15.000000,2020-08-16 21:16:15.000000,2020-08-16 21:04:40.000000,2020-08-16 21:20:40.000000
106359776.0,10.961844,-74.796975,10.9662268,-74.7998503,2020-08-16 18:28:08.681923,2020-08-16 18:27:26.000000,2020-08-16 18:37:26.000000,2020-08-16 18:26:50.000000,2020-08-16 18:42:50.000000
106392380.0,11.015595,-74.82576,11.016066,-74.82093,2020-08-16 19:28:07.070753,2020-08-16 19:27:40.000000,2020-08-16 19:37:40.000000,2020-08-16 19:35:41.000000,2020-08-16 19:51:41.000000
106184283.0,11.016796818573,-74.81058379266,11.017629,-74.837163,2020-08-16 07:22:00.835744,2020-08-16 07:38:31.000000,2020-08-16 07:48:31.000000,2020-08-16 07:26:37.000000,2020-08-16 07:42:37.000000
106184278.0,11.016796818573,-74.81058379266,11.011283048184,-74.836469627917,2020-08-16 07:22:00.835737,2020-08-16 07:25:30.000000,2020-08-16 07:35:30.000000,2020-08-16 07:26:28.000000,2020-08-16 07:42:28.000000
106184096.0,11.016796818573,-74.81058379266,11.002528,-74.790844,2020-08-16 07:08:00.569631,2020-08-16 07:20:49.000000,2020-08-16 07:30:49.000000,2020-08-16 07:11:49.000000,2020-08-16 07:27:49.000000
106447766.0,11.00385,-74.80846,10.995692492187,-74.800651181866,2020-08-16 23:17:00.782068,2020-08-16 23:16:02.000000,2020-08-16 23:26:02.000000,2020-08-16 23:06:58.000000,2020-08-16 23:22:58.000000
106306116.0,11.006772903815,-74.819013016446,10.996181,-74.823157,2020-08-16 15:31:04.534746,2020-08-16 15:29:51.000000,2020-08-16 15:39:51.000000,2020-08-16 15:30:57.000000,2020-08-16 15:46:57.000000
106314474.0,11.012948044401,-74.808888717644,10.994005,-74.801455,2020-08-16 15:49:05.075318,2020-08-16 15:48:28.000000,2020-08-16 15:58:28.000000,2020-08-16 15:55:33.000000,2020-08-16 16:11:33.000000
106213958.0,11.009129961418,-74.820553688326,11.017095,-74.811055,2020-08-16 12:18:08.247413,2020-08-16 12:34:38.000000,2020-08-16 12:44:38.000000,2020-08-16 13:22:00.000000,2020-08-16 13:38:00.000000
106150400.0,11.018399620558,-74.834501602577,11.0133705,-74.8185673,2020-08-16 15:12:04.839199,2020-08-16 15:37:44.000000,2020-08-16 15:47:44.000000,2020-08-16 17:52:00.000000,2020-08-16 18:08:00.000000
106243140.0,11.013173492176,-74.827723620867,11.013999,-74.841746,2020-08-16 13:40:08.011051,2020-08-16 13:41:11.000000,2020-08-16 13:51:11.000000,2020-08-16 13:13:31.000000,2020-08-16 13:29:31.000000
106363699.0,11.004454,-74.808922,11.010223,-74.813362,2020-08-16 18:55:06.371325,2020-08-16 18:54:47.000000,2020-08-16 19:04:47.000000,2020-08-16 18:37:14.000000,2020-08-16 18:53:14.000000
106374102.0,11.013526,-74.827335,11.019163,-74.81973,2020-08-16 18:48:07.624942,2020-08-16 18:47:44.000000,2020-08-16 18:57:44.000000,2020-08-16 19:00:10.000000,2020-08-16 19:16:10.000000
106105694.0,11.018399620558,-74.834501602577,10.992643,-74.818618,2020-08-16 09:37:01.947680,2020-08-16 09:21:48.000000,2020-08-16 09:31:48.000000,2020-08-16 11:52:00.000000,2020-08-16 12:08:00.000000
106179234.0,11.004805114009,-74.826926078539,11.007213,-74.829264,2020-08-16 00:39:00.790192,2020-08-16 00:38:28.000000,2020-08-16 00:48:28.000000,2020-08-16 00:49:55.000000,2020-08-16 01:05:55.000000
106179426.0,11.004805114009,-74.826926078539,11.00494331328,-74.821970913621,2020-08-16 00:45:00.665152,2020-08-16 00:43:54.000000,2020-08-16 00:53:54.000000,2020-08-16 00:55:18.000000,2020-08-16 01:11:18.000000
106179373.0,10.991539,-74.793444,10.991587,-74.797,2020-08-16 00:52:00.603657,2020-08-16 00:51:03.000000,2020-08-16 01:01:03.000000,2020-08-16 00:56:51.000000,2020-08-16 01:12:51.000000
106408094.0,11.010304,-74.812547,11.002803,-74.812531,2020-08-16 20:23:06.582839,2020-08-16 20:22:26.000000,2020-08-16 20:32:26.000000,2020-08-16 20:07:04.000000,2020-08-16 20:23:04.000000
106427979.0,11.009937,-74.812539,11.006563762395,-74.804746432913,2020-08-16 21:08:04.113042,2020-08-16 21:06:51.000000,2020-08-16 21:16:51.000000,2020-08-16 21:05:08.000000,2020-08-16 21:21:08.000000
106410229.0,11.0024555,-74.80900465,11.0157566,-74.8183084,2020-08-16 20:27:08.060922,2020-08-16 20:29:30.000000,2020-08-16 20:39:30.000000,2020-08-16 20:28:37.000000,2020-08-16 20:44:37.000000
106422970.0,11.012619,-74.8098,11.0167048,-74.8360204,2020-08-16 20:36:04.973373,2020-08-16 20:37:34.000000,2020-08-16 20:47:34.000000,2020-08-16 20:42:24.000000,2020-08-16 20:58:24.000000
106425540.0,11.003098,-74.809783,11.018604523941,-74.840802066028,2020-08-16 21:08:04.113158,2020-08-16 21:07:48.000000,2020-08-16 21:17:48.000000,2020-08-16 20:50:05.000000,2020-08-16 21:06:05.000000
106415793.0,11.00868,-74.81786,11.014754,-74.815982,2020-08-16 20:38:04.407173,2020-08-16 20:37:38.000000,2020-08-16 20:47:38.000000,2020-08-16 20:18:23.000000,2020-08-16 20:34:23.000000
106422196.0,11.004113852573,-74.812419753967,11.01901753834,-74.809103049338,2020-08-16 20:26:07.792167,2020-08-16 20:24:54.000000,2020-08-16 20:34:54.000000,2020-08-16 20:39:18.000000,2020-08-16 20:55:18.000000
106427899.0,11.003195143514,-74.809790816865,11.015575843667,-74.815295264125,2020-08-16 21:21:03.991141,2020-08-16 21:20:49.000000,2020-08-16 21:30:49.000000,2020-08-16 21:08:49.000000,2020-08-16 21:24:49.000000
106427185.0,11.004113852573,-74.812419753967,11.008836,-74.812141,2020-08-16 20:41:08.476566,2020-08-16 20:40:01.000000,2020-08-16 20:50:01.000000,2020-08-16 20:54:28.000000,2020-08-16 21:10:28.000000
106411820.0,11.020764203069,-74.816952859253,11.020418,-74.823328,2020-08-16 20:28:08.626341,2020-08-16 20:27:10.000000,2020-08-16 20:37:10.000000,2020-08-16 20:11:03.000000,2020-08-16 20:27:03.000000
106415812.0,11.018644,-74.805497,11.000699,-74.80957,2020-08-16 20:43:05.627456,2020-08-16 20:42:14.000000,2020-08-16 20:52:14.000000,2020-08-16 20:33:25.000000,2020-08-16 20:49:25.000000
106415703.0,11.00385,-74.80846,11.006533588549,-74.804816332388,2020-08-16 20:34:04.426255,2020-08-16 20:33:20.000000,2020-08-16 20:43:20.000000,2020-08-16 20:15:09.000000,2020-08-16 20:31:09.000000
106428278.0,11.004113852573,-74.812419753967,11.002859,-74.813144,2020-08-16 20:44:05.931072,2020-08-16 20:43:45.000000,2020-08-16 20:53:45.000000,2020-08-16 20:51:10.000000,2020-08-16 21:07:10.000000
106406477.0,10.9902,-74.78886,10.990605733566,-74.796941578388,2020-08-16 20:01:09.092435,2020-08-16 20:00:24.000000,2020-08-16 20:10:24.000000,2020-08-16 20:03:34.000000,2020-08-16 20:19:34.000000
106405935.0,11.0104184,-74.822811,11.015427909,-74.815234599,2020-08-16 20:17:05.017683,2020-08-16 20:16:42.000000,2020-08-16 20:26:42.000000,2020-08-16 20:02:22.000000,2020-08-16 20:18:22.000000
106412545.0,11.004931,-74.809469,11.011973,-74.809336,2020-08-16 20:22:06.540816,2020-08-16 20:21:44.000000,2020-08-16 20:31:44.000000,2020-08-16 20:16:38.000000,2020-08-16 20:32:38.000000
106428260.0,11.000337,-74.817058,11.017067973647,-74.802042804658,2020-08-16 20:55:05.561716,2020-08-16 20:54:04.000000,2020-08-16 21:04:04.000000,2020-08-16 20:59:07.000000,2020-08-16 21:15:07.000000
106410037.0,11.021773018859,-74.810744345605,10.999202067128,-74.788851365447,2020-08-16 20:38:04.407069,2020-08-16 20:37:19.000000,2020-08-16 20:47:19.000000,2020-08-16 20:11:11.000000,2020-08-16 20:27:11.000000
106413808.0,11.005208354733,-74.801445306134,11.015899,-74.795469,2020-08-16 20:30:05.227343,2020-08-16 20:29:30.000000,2020-08-16 20:39:30.000000,2020-08-16 20:19:31.000000,2020-08-16 20:35:31.000000
106413600.0,11.004819,-74.812208,11.001101,-74.811729,2020-08-16 20:23:06.582946,2020-08-16 20:21:57.000000,2020-08-16 20:31:57.000000,2020-08-16 20:19:01.000000,2020-08-16 20:35:01.000000
106427619.0,11.0024555,-74.80900465,11.0124305,-74.8346022,2020-08-16 21:06:03.782084,2020-08-16 21:05:08.000000,2020-08-16 21:15:08.000000,2020-08-16 21:17:52.000000,2020-08-16 21:33:52.000000
106415461.0,11.013998234072,-74.805625597564,11.0138,-74.807608,2020-08-16 20:28:08.626809,2020-08-16 20:38:54.000000,2020-08-16 20:48:54.000000,2020-08-16 20:26:33.000000,2020-08-16 20:42:33.000000
106428360.0,11.008223472928,-74.814941079285,10.9930502,-74.825365,2020-08-16 21:01:03.914785,2020-08-16 21:00:30.000000,2020-08-16 21:10:30.000000,2020-08-16 20:59:28.000000,2020-08-16 21:15:28.000000
106430033.0,10.998947,-74.814633,11.0154729,-74.8217692,2020-08-16 21:21:03.991076,2020-08-16 21:20:21.000000,2020-08-16 21:30:21.000000,2020-08-16 21:04:56.000000,2020-08-16 21:20:56.000000
106424492.0,11.002578,-74.827873,11.0167048,-74.8360204,2020-08-16 20:32:07.009093,2020-08-16 20:31:22.000000,2020-08-16 20:41:22.000000,2020-08-16 20:46:48.000000,2020-08-16 21:02:48.000000
106429166.0,10.9895887,-74.8135142,10.9591245,-74.7969079,2020-08-16 21:13:05.233299,2020-08-16 21:13:43.000000,2020-08-16 21:23:43.000000,2020-08-16 21:28:11.000000,2020-08-16 21:44:11.000000
106419311.0,11.002559,-74.827875,10.9959392,-74.7965528,2020-08-16 20:21:07.039608,2020-08-16 20:23:11.000000,2020-08-16 20:33:11.000000,2020-08-16 20:33:04.000000,2020-08-16 20:49:04.000000
106416411.0,11.005154,-74.826668728836,11.02505439339,-74.859352223575,2020-08-16 20:38:04.407147,2020-08-16 20:37:02.000000,2020-08-16 20:47:02.000000,2020-08-16 20:46:50.000000,2020-08-16 21:02:50.000000
106410371.0,11.004819,-74.812208,11.007202370686,-74.812879810116,2020-08-16 20:24:05.269533,2020-08-16 20:23:45.000000,2020-08-16 20:33:45.000000,2020-08-16 20:11:52.000000,2020-08-16 20:27:52.000000
106425325.0,11.008223472928,-74.814941079285,10.9767766,-74.8110892,2020-08-16 20:51:04.440882,2020-08-16 20:50:36.000000,2020-08-16 21:00:36.000000,2020-08-16 20:49:20.000000,2020-08-16 21:05:20.000000
106422804.0,11.017754,-74.814387,11.007153,-74.809998,2020-08-16 20:52:05.374621,2020-08-16 20:50:58.000000,2020-08-16 21:00:58.000000,2020-08-16 20:41:57.000000,2020-08-16 20:57:57.000000
106424654.0,11.004875,-74.817183,11.008984,-74.8318194,2020-08-16 20:54:06.386577,2020-08-16 20:53:24.000000,2020-08-16 21:03:24.000000,2020-08-16 20:47:16.000000,2020-08-16 21:03:16.000000
106421006.0,11.00305,-74.80712,11.012652,-74.817576,2020-08-16 20:52:05.374873,2020-08-16 20:51:24.000000,2020-08-16 21:01:24.000000,2020-08-16 20:37:09.000000,2020-08-16 20:53:09.000000
106416879.0,11.013998234072,-74.805625597564,11.0076258,-74.7956313,2020-08-16 20:28:08.626795,2020-08-16 20:41:37.000000,2020-08-16 20:51:37.000000,2020-08-16 20:37:04.000000,2020-08-16 20:53:04.000000
106430179.0,11.008223472928,-74.814941079285,10.9911596,-74.7835171,2020-08-16 21:10:05.986334,2020-08-16 21:09:07.000000,2020-08-16 21:19:07.000000,2020-08-16 21:05:33.000000,2020-08-16 21:21:33.000000
106423139.0,11.003365791983,-74.818551780286,11.0006782,-74.8171698,2020-08-16 20:58:05.610198,2020-08-16 21:00:16.000000,2020-08-16 21:10:16.000000,2020-08-16 20:42:50.000000,2020-08-16 20:58:50.000000
106417543.0,11.00868,-74.81786,11,-74.822439747115,2020-08-16 20:41:08.476218,2020-08-16 20:44:50.000000,2020-08-16 20:54:50.000000,2020-08-16 20:31:44.000000,2020-08-16 20:47:44.000000
106419721.0,11.006772903815,-74.819013016446,11.006895077787,-74.806564003229,2020-08-16 21:09:04.083459,2020-08-16 21:07:52.000000,2020-08-16 21:17:52.000000,2020-08-16 20:34:03.000000,2020-08-16 20:50:03.000000
106427610.0,11.00603,-74.829165,10.994141190799,-74.822515435517,2020-08-16 20:56:06.214042,2020-08-16 21:03:57.000000,2020-08-16 21:13:57.000000,2020-08-16 20:56:51.000000,2020-08-16 21:12:51.000000
106419682.0,11.020658,-74.816578,11.018935,-74.807424,2020-08-16 20:30:05.227305,2020-08-16 20:52:29.000000,2020-08-16 21:02:29.000000,2020-08-16 20:33:54.000000,2020-08-16 20:49:54.000000
106413357.0,11.004454,-74.808922,11.003429,-74.791006,2020-08-16 20:29:07.959001,2020-08-16 20:28:06.000000,2020-08-16 20:38:06.000000,2020-08-16 20:18:28.000000,2020-08-16 20:34:28.000000
106427086.0,11.00868,-74.81786,11.005252492888,-74.829912297428,2020-08-16 20:56:06.214165,2020-08-16 20:55:48.000000,2020-08-16 21:05:48.000000,2020-08-16 20:58:04.000000,2020-08-16 21:14:04.000000
106413803.0,11.015352787409,-74.826565028853,11.019040881228,-74.859396614073,2020-08-16 20:36:04.973472,2020-08-16 20:35:06.000000,2020-08-16 20:45:06.000000,2020-08-16 20:19:30.000000,2020-08-16 20:35:30.000000
