order_id,store_lat,store_lng,user_lat,user_lng,dispatch_at,pickup_at_lb,pickup_at_ub,deliver_at_lb,deliver_at_ub
107084969,7.120723,-73.112647,7.116309,-73.107166,2020-08-20 17:34:01.344126,2020-08-20 17:33:21.000000,2020-08-20 17:43:21.000000,2020-08-20 17:42:16.000000,2020-08-20 17:58:16.000000
107086302,7.121791,-73.112045,7.136707,-73.1239482,2020-08-20 17:40:03.102865,2020-08-20 17:43:45.000000,2020-08-20 17:53:45.000000,2020-08-20 17:57:59.000000,2020-08-20 18:13:59.000000
107087999,7.122229,-73.109245,7.1302996,-73.1168307,2020-08-20 17:53:01.821867,2020-08-20 17:52:10.000000,2020-08-20 18:02:10.000000,2020-08-20 18:01:13.000000,2020-08-20 18:17:13.000000
107085488,7.120723,-73.112647,7.079692578482,-73.105571419001,2020-08-20 17:41:02.424297,2020-08-20 17:40:46.000000,2020-08-20 17:50:46.000000,2020-08-20 18:00:49.000000,2020-08-20 18:16:49.000000
107086166,7.121791,-73.112045,7.137999372549,-73.124392144382,2020-08-20 17:38:01.005757,2020-08-20 17:41:16.000000,2020-08-20 17:51:16.000000,2020-08-20 17:57:19.000000,2020-08-20 18:13:19.000000
107094195,7.099273,-73.115188,7.115304538935,-73.13090287149,2020-08-20 18:19:01.817759,2020-08-20 18:17:56.000000,2020-08-20 18:27:56.000000,2020-08-20 18:29:51.000000,2020-08-20 18:45:51.000000
107091814,7.120114,-73.112486,7.0858835,-73.1246052,2020-08-20 18:20:01.944030,2020-08-20 18:42:29.000000,2020-08-20 18:52:29.000000,2020-08-20 18:36:12.000000,2020-08-20 18:52:12.000000
107090051,7.072098,-73.105262,7.06926,-73.109671,2020-08-20 18:07:02.064649,2020-08-20 18:19:07.000000,2020-08-20 18:29:07.000000,2020-08-20 18:11:59.000000,2020-08-20 18:27:59.000000
107093062,7.069489676381,-73.105838553373,7.063908410484,-73.100973442197,2020-08-20 18:25:01.185424,2020-08-20 18:24:15.000000,2020-08-20 18:34:15.000000,2020-08-20 18:33:59.000000,2020-08-20 18:49:59.000000
107090679,7.124393,-73.110375,7.1235986,-73.1158729,2020-08-20 18:09:01.458355,2020-08-20 18:07:54.000000,2020-08-20 18:17:54.000000,2020-08-20 18:13:49.000000,2020-08-20 18:29:49.000000
106997295,7.126823,-73.111638,7.116383132028,-73.116608038545,2020-08-20 10:39:00.702753,2020-08-20 10:38:23.000000,2020-08-20 10:48:23.000000,2020-08-20 11:01:21.000000,2020-08-20 11:17:21.000000
106997982,7.111322,-73.107944,7.1157959,-73.1224311,2020-08-20 11:07:00.948488,2020-08-20 11:06:03.000000,2020-08-20 11:16:03.000000,2020-08-20 11:02:07.000000,2020-08-20 11:18:07.000000
107090335,7.114953,-73.108426,7.07672,-73.108756,2020-08-20 18:01:00.936838,2020-08-20 17:54:39.000000,2020-08-20 18:04:39.000000,2020-08-20 18:12:17.000000,2020-08-20 18:28:17.000000
107089125,7.119746,-73.109097,7.117455,-73.1011658,2020-08-20 17:47:01.372366,2020-08-20 17:46:40.000000,2020-08-20 17:56:40.000000,2020-08-20 18:06:05.000000,2020-08-20 18:22:05.000000
107089834,7.068535,-73.104508,7.0673176,-73.1088596,2020-08-20 18:06:01.646311,2020-08-20 17:55:44.000000,2020-08-20 18:05:44.000000,2020-08-20 18:39:50.000000,2020-08-20 18:55:50.000000
107090238,7.118402,-73.111466,7.097176,-73.108966,2020-08-20 18:05:00.936538,2020-08-20 18:03:50.000000,2020-08-20 18:13:50.000000,2020-08-20 18:11:49.000000,2020-08-20 18:27:49.000000
107094382,7.130459082845,-73.11222679364,7.126293,-73.118667,2020-08-20 18:15:01.583321,2020-08-20 18:14:29.000000,2020-08-20 18:24:29.000000,2020-08-20 18:30:36.000000,2020-08-20 18:46:36.000000
107090223,7.068763856316,-73.106586576956,7.093111641215,-73.107875771821,2020-08-20 18:07:02.064690,2020-08-20 18:21:05.000000,2020-08-20 18:31:05.000000,2020-08-20 18:19:44.000000,2020-08-20 18:35:44.000000
107089198,7.117503,-73.11686,7.114677,-73.117479,2020-08-20 18:10:01.481483,2020-08-20 18:09:43.000000,2020-08-20 18:19:43.000000,2020-08-20 18:01:23.000000,2020-08-20 18:17:23.000000
107090321,7.130611149343,-73.111789764002,7.134809980789,-73.110292442143,2020-08-20 18:03:01.941473,2020-08-20 18:05:03.000000,2020-08-20 18:15:03.000000,2020-08-20 18:12:12.000000,2020-08-20 18:28:12.000000
107094280,7.071677,-73.105193,7.0717406,-73.1166192,2020-08-20 18:42:01.701562,2020-08-20 18:41:45.000000,2020-08-20 18:51:45.000000,2020-08-20 18:30:10.000000,2020-08-20 18:46:10.000000
107093239,7.114953,-73.108426,7.076264,-73.108746,2020-08-20 18:14:02.643806,2020-08-20 18:06:07.000000,2020-08-20 18:16:07.000000,2020-08-20 18:25:48.000000,2020-08-20 18:41:48.000000
107090473,7.120487593868,-73.113461444427,7.10420135,-73.12273625,2020-08-20 18:13:01.464452,2020-08-20 18:12:45.000000,2020-08-20 18:22:45.000000,2020-08-20 18:12:54.000000,2020-08-20 18:28:54.000000
107093229,7.121481,-73.111354,7.1075999,-73.1058492,2020-08-20 18:25:01.185437,2020-08-20 18:24:22.000000,2020-08-20 18:34:22.000000,2020-08-20 18:25:46.000000,2020-08-20 18:41:46.000000
107091705,7.070937,-73.106921,7.059357290096,-73.092991858721,2020-08-20 18:02:01.655060,2020-08-20 18:01:28.000000,2020-08-20 18:11:28.000000,2020-08-20 18:18:38.000000,2020-08-20 18:34:38.000000
107094310,7.115872982231,-73.108597865429,7.1169162,-73.1061208,2020-08-20 18:38:01.203905,2020-08-20 18:52:19.000000,2020-08-20 19:02:19.000000,2020-08-20 18:22:17.000000,2020-08-20 18:38:17.000000
107093940,7.120723,-73.112647,7.087998,-73.113382,2020-08-20 18:21:02.068398,2020-08-20 18:20:47.000000,2020-08-20 18:30:47.000000,2020-08-20 18:40:53.000000,2020-08-20 18:56:53.000000
107093482,7.130345,-73.111478,7.111741703699,-73.122357353568,2020-08-20 18:33:01.400992,2020-08-20 18:32:20.000000,2020-08-20 18:42:20.000000,2020-08-20 18:26:44.000000,2020-08-20 18:42:44.000000
107092868,7.10418,-73.127659,7.1289168,-73.1244344,2020-08-20 18:22:01.656641,2020-08-20 18:21:46.000000,2020-08-20 18:31:46.000000,2020-08-20 18:24:11.000000,2020-08-20 18:40:11.000000
107089211,7.070864705521,-73.105581457672,7.027538,-73.080472,2020-08-20 18:02:01.655052,2020-08-20 18:01:42.000000,2020-08-20 18:11:42.000000,2020-08-20 18:06:27.000000,2020-08-20 18:22:27.000000
107094298,7.116949,-73.109646,7.116965,-73.106223,2020-08-20 18:23:01.467772,2020-08-20 18:22:33.000000,2020-08-20 18:32:33.000000,2020-08-20 18:30:14.000000,2020-08-20 18:46:14.000000
107090903,7.11926,-73.111419,7.123487743412,-73.111650310457,2020-08-20 18:06:01.646326,2020-08-20 18:05:29.000000,2020-08-20 18:15:29.000000,2020-08-20 18:14:55.000000,2020-08-20 18:30:55.000000
107090393,7.120226,-73.109989,7.1325512,-73.1139951,2020-08-20 17:57:01.680777,2020-08-20 17:56:18.000000,2020-08-20 18:06:18.000000,2020-08-20 18:11:32.000000,2020-08-20 18:27:32.000000
107089055,7.072417,-73.101005,7.071763463011,-73.09964004904,2020-08-20 17:57:01.680817,2020-08-20 18:01:10.000000,2020-08-20 18:11:10.000000,2020-08-20 18:01:47.000000,2020-08-20 18:17:47.000000
107085607,7.071739,-73.1049946,7.095546,-73.101891,2020-08-20 17:31:02.912375,2020-08-20 17:29:57.000000,2020-08-20 17:39:57.000000,2020-08-20 17:49:22.000000,2020-08-20 18:05:22.000000
107088318,7.123169,-73.114604,7.13268548157,-73.117827437818,2020-08-20 17:53:01.821859,2020-08-20 17:52:00.000000,2020-08-20 18:02:00.000000,2020-08-20 18:04:39.000000,2020-08-20 18:20:39.000000
107086476,7.071848143762,-73.105076712932,7.07220698601,-73.117100894451,2020-08-20 17:45:01.951737,2020-08-20 17:44:02.000000,2020-08-20 17:54:02.000000,2020-08-20 17:59:51.000000,2020-08-20 18:15:51.000000
107086145,7.070937,-73.106921,7.060367803732,-73.111565820873,2020-08-20 17:36:01.855816,2020-08-20 17:34:57.000000,2020-08-20 17:44:57.000000,2020-08-20 17:52:12.000000,2020-08-20 18:08:12.000000
107084620,7.099952896199,-73.107221017197,7.099722,-73.108898,2020-08-20 17:34:01.344113,2020-08-20 17:33:23.000000,2020-08-20 17:43:23.000000,2020-08-20 17:44:23.000000,2020-08-20 18:00:23.000000
107084656,7.11926,-73.111419,7.1180783,-73.1218419,2020-08-20 17:36:01.855842,2020-08-20 17:35:08.000000,2020-08-20 17:45:08.000000,2020-08-20 17:44:34.000000,2020-08-20 18:00:34.000000
107083982,7.1161212,-73.1202108,7.100037,-73.126179,2020-08-20 17:26:01.088765,2020-08-20 17:25:17.000000,2020-08-20 17:35:17.000000,2020-08-20 17:41:09.000000,2020-08-20 17:57:09.000000
107085784,7.072417,-73.101005,7.060526,-73.112866,2020-08-20 17:51:01.662687,2020-08-20 17:50:19.000000,2020-08-20 18:00:19.000000,2020-08-20 17:51:18.000000,2020-08-20 18:07:18.000000
107084957,7.12005700964,-73.110159664724,7.092913,-73.106596,2020-08-20 17:41:02.424310,2020-08-20 17:40:10.000000,2020-08-20 17:50:10.000000,2020-08-20 17:46:12.000000,2020-08-20 18:02:12.000000
107092738,7.07261758278,-73.099287769923,7.078512,-73.102148,2020-08-20 18:15:01.583241,2020-08-20 18:14:35.000000,2020-08-20 18:24:35.000000,2020-08-20 18:23:35.000000,2020-08-20 18:39:35.000000
107090900,7.114953,-73.108426,7.132787,-73.1253124,2020-08-20 18:04:02.097930,2020-08-20 17:54:32.000000,2020-08-20 18:04:32.000000,2020-08-20 18:14:55.000000,2020-08-20 18:30:55.000000
107089965,7.118037680773,-73.111155341105,7.116633,-73.106083,2020-08-20 18:04:02.097907,2020-08-20 18:03:19.000000,2020-08-20 18:13:19.000000,2020-08-20 18:10:33.000000,2020-08-20 18:26:33.000000
107093705,7.095631,-73.107546,7.1046132887,-73.10244563967,2020-08-20 18:07:02.064656,2020-08-20 18:06:39.000000,2020-08-20 18:16:39.000000,2020-08-20 18:27:46.000000,2020-08-20 18:43:46.000000
107071387,7.113566459384,-73.123165485198,7.115009106455,-73.133542500436,2020-08-20 16:23:01.083268,2020-08-20 16:22:28.000000,2020-08-20 16:32:28.000000,2020-08-20 16:28:52.000000,2020-08-20 16:44:52.000000
107094687,7.069537,-73.105019,7.062138,-73.1013984,2020-08-20 18:24:01.997898,2020-08-20 18:38:23.000000,2020-08-20 18:48:23.000000,2020-08-20 18:31:47.000000,2020-08-20 18:47:47.000000
106987291,7.123623,-73.111348,7.1286412,-73.120039,2020-08-20 08:10:00.592859,2020-08-20 08:14:36.000000,2020-08-20 08:24:36.000000,2020-08-20 08:17:29.000000,2020-08-20 08:33:29.000000
106988054,7.07193,-73.104952,7.076528,-73.11127,2020-08-20 08:31:00.893066,2020-08-20 08:30:33.000000,2020-08-20 08:40:33.000000,2020-08-20 08:36:24.000000,2020-08-20 08:52:24.000000
106988658,7.12005700964,-73.110159664724,7.115907,-73.106755,2020-08-20 08:43:00.559327,2020-08-20 08:42:30.000000,2020-08-20 08:52:30.000000,2020-08-20 08:48:14.000000,2020-08-20 09:04:14.000000
107005639,7.120705,-73.123454,7.1198145,-73.123368,2020-08-20 12:00:01.284419,2020-08-20 11:59:26.000000,2020-08-20 12:09:26.000000,2020-08-20 11:46:37.000000,2020-08-20 12:02:37.000000
107005219,7.099259,-73.107124,7.122552,-73.105591,2020-08-20 11:59:01.878848,2020-08-20 11:58:24.000000,2020-08-20 12:08:24.000000,2020-08-20 11:47:45.000000,2020-08-20 12:03:45.000000
106988524,7.123623,-73.111348,7.1304435,-73.1122189,2020-08-20 08:48:00.805022,2020-08-20 08:47:42.000000,2020-08-20 08:57:42.000000,2020-08-20 08:45:21.000000,2020-08-20 09:01:21.000000
107051748,7.130426,-73.112129,7.1261909,-73.1175815,2020-08-20 14:38:01.051256,2020-08-20 14:37:32.000000,2020-08-20 14:47:32.000000,2020-08-20 14:43:30.000000,2020-08-20 14:59:30.000000
107073368,7.099872,-73.107227,7.1035058,-73.1196082,2020-08-20 16:28:02.348097,2020-08-20 16:27:23.000000,2020-08-20 16:37:23.000000,2020-08-20 16:43:21.000000,2020-08-20 16:59:21.000000
107067841,7.109998,-73.108064,7.105122654983,-73.113854415715,2020-08-20 16:14:01.491189,2020-08-20 16:13:08.000000,2020-08-20 16:23:08.000000,2020-08-20 16:12:11.000000,2020-08-20 16:28:11.000000
107148393,7.114953,-73.108426,7.1063532,-73.1126568,2020-08-20 22:33:00.530561,2020-08-20 22:31:34.000000,2020-08-20 22:41:34.000000,2020-08-20 22:52:17.000000,2020-08-20 23:08:17.000000
106986025,7.108292014586,-73.106300615777,7.093521,-73.112238,2020-08-20 07:16:00.704651,2020-08-20 07:14:59.000000,2020-08-20 07:24:59.000000,2020-08-20 07:27:45.000000,2020-08-20 07:43:45.000000
106986216,7.121167,-73.111706,7.088103992945,-73.117719814181,2020-08-20 07:39:00.390022,2020-08-20 07:38:25.000000,2020-08-20 07:48:25.000000,2020-08-20 07:42:19.000000,2020-08-20 07:58:19.000000
106986186,7.121167,-73.111706,7.117589700935,-73.117841063036,2020-08-20 07:37:00.443437,2020-08-20 07:36:44.000000,2020-08-20 07:46:44.000000,2020-08-20 07:40:38.000000,2020-08-20 07:56:38.000000
107054220,7.123557,-73.110554,7.110700436371,-73.109191137638,2020-08-20 14:36:01.300302,2020-08-20 14:35:25.000000,2020-08-20 14:45:25.000000,2020-08-20 14:49:31.000000,2020-08-20 15:05:31.000000
106994477,7.068763856316,-73.106586576956,7.083536142471,-73.11053417623,2020-08-20 10:11:00.878643,2020-08-20 10:10:00.000000,2020-08-20 10:20:00.000000,2020-08-20 10:25:40.000000,2020-08-20 10:41:40.000000
107102981,7.114258,-73.108351,7.1162645,-73.1130613,2020-08-20 18:49:01.880439,2020-08-20 18:47:53.000000,2020-08-20 18:57:53.000000,2020-08-20 18:57:35.000000,2020-08-20 19:13:35.000000
107077442,7.115129606691,-73.107926770518,7.107522091954,-73.113861121237,2020-08-20 17:02:02.206749,2020-08-20 17:01:36.000000,2020-08-20 17:11:36.000000,2020-08-20 17:05:43.000000,2020-08-20 17:21:43.000000
107074953,7.12313,-73.110625,7.1209128,-73.1064151,2020-08-20 16:52:01.590801,2020-08-20 16:51:25.000000,2020-08-20 17:01:25.000000,2020-08-20 16:52:19.000000,2020-08-20 17:08:19.000000
107068925,7.115129606691,-73.107926770518,7.115106,-73.108986,2020-08-20 16:13:01.108680,2020-08-20 16:23:16.000000,2020-08-20 16:33:16.000000,2020-08-20 16:17:19.000000,2020-08-20 16:33:19.000000
107074364,7.130459082845,-73.11222679364,7.122441,-73.1125745,2020-08-20 16:33:00.989621,2020-08-20 16:32:46.000000,2020-08-20 16:42:46.000000,2020-08-20 16:48:53.000000,2020-08-20 17:04:53.000000
107072307,7.130611149343,-73.111789764002,7.11586446281,-73.112508952618,2020-08-20 16:31:01.220869,2020-08-20 16:29:59.000000,2020-08-20 16:39:59.000000,2020-08-20 16:37:15.000000,2020-08-20 16:53:15.000000
107073848,7.070864705521,-73.105581457672,7.057309637324,-73.082511462271,2020-08-20 16:39:01.061303,2020-08-20 16:38:08.000000,2020-08-20 16:48:08.000000,2020-08-20 16:46:04.000000,2020-08-20 17:02:04.000000
107071658,7.130611149343,-73.111789764002,7.1319777,-73.1189364,2020-08-20 16:31:01.220882,2020-08-20 16:30:11.000000,2020-08-20 16:40:11.000000,2020-08-20 16:33:23.000000,2020-08-20 16:49:23.000000
107074353,7.104167814454,-73.1227290617,7.104902406535,-73.113906718791,2020-08-20 16:34:01.026014,2020-08-20 16:33:27.000000,2020-08-20 16:43:27.000000,2020-08-20 16:36:51.000000,2020-08-20 16:52:51.000000
107072593,7.120723,-73.112647,7.0899447,-73.1027901,2020-08-20 16:27:01.121391,2020-08-20 16:25:58.000000,2020-08-20 16:35:58.000000,2020-08-20 16:35:04.000000,2020-08-20 16:51:04.000000
107077292,7.130675190743,-73.112020352779,7.136845,-73.110708,2020-08-20 16:51:01.239628,2020-08-20 16:50:22.000000,2020-08-20 17:00:22.000000,2020-08-20 16:59:56.000000,2020-08-20 17:15:56.000000
107075316,7.124393,-73.110375,7.1170332,-73.1168477,2020-08-20 16:44:01.034197,2020-08-20 16:43:32.000000,2020-08-20 16:53:32.000000,2020-08-20 16:54:11.000000,2020-08-20 17:10:11.000000
107076665,7.114953,-73.108426,7.069899863215,-73.100931197405,2020-08-20 16:42:02.538760,2020-08-20 16:40:47.000000,2020-08-20 16:50:47.000000,2020-08-20 17:01:29.000000,2020-08-20 17:17:29.000000
107074251,7.111322,-73.107944,7.119570655901,-73.118861094117,2020-08-20 16:40:01.073713,2020-08-20 16:39:38.000000,2020-08-20 16:49:38.000000,2020-08-20 16:48:16.000000,2020-08-20 17:04:16.000000
107076407,7.120114,-73.112486,7.1023494,-73.1139148,2020-08-20 17:14:01.406137,2020-08-20 17:19:00.000000,2020-08-20 17:29:00.000000,2020-08-20 17:05:00.000000,2020-08-20 17:21:00.000000
106939168,7.069055670907,-73.10705939356,7.130631501297,-73.115114048123,2020-08-20 09:07:00.684640,2020-08-20 09:08:17.000000,2020-08-20 09:18:17.000000,2020-08-20 10:22:00.000000,2020-08-20 10:38:00.000000
107014341,7.099205,-73.107135,7.075699589977,-73.103714324534,2020-08-20 12:24:02.151026,2020-08-20 12:22:52.000000,2020-08-20 12:32:52.000000,2020-08-20 12:27:06.000000,2020-08-20 12:43:06.000000
107013158,7.071834618,-73.104984243696,7.069054,-73.112284,2020-08-20 12:17:01.991600,2020-08-20 12:16:36.000000,2020-08-20 12:26:36.000000,2020-08-20 12:18:27.000000,2020-08-20 12:34:27.000000
107017753,7.125429,-73.111071,7.11102,-73.108469,2020-08-20 12:26:02.374302,2020-08-20 12:25:35.000000,2020-08-20 12:35:35.000000,2020-08-20 12:36:34.000000,2020-08-20 12:52:34.000000
107015918,7.113275,-73.109322,7.102754,-73.102305,2020-08-20 12:14:01.557387,2020-08-20 12:13:31.000000,2020-08-20 12:23:31.000000,2020-08-20 12:31:35.000000,2020-08-20 12:47:35.000000
107018145,7.120705,-73.123454,7.123308,-73.114589,2020-08-20 12:45:02.387139,2020-08-20 12:43:59.000000,2020-08-20 12:53:59.000000,2020-08-20 12:37:42.000000,2020-08-20 12:53:42.000000
107017881,7.117503,-73.11686,7.104820894621,-73.120931088924,2020-08-20 12:30:02.641316,2020-08-20 12:28:58.000000,2020-08-20 12:38:58.000000,2020-08-20 12:33:57.000000,2020-08-20 12:49:57.000000
107020199,7.12313,-73.110625,7.121314618988,-73.106463253498,2020-08-20 12:46:01.544906,2020-08-20 12:45:00.000000,2020-08-20 12:55:00.000000,2020-08-20 12:43:54.000000,2020-08-20 12:59:54.000000
107016182,7.099952896199,-73.107221017197,7.0879204,-73.1177923,2020-08-20 12:32:01.762595,2020-08-20 12:31:35.000000,2020-08-20 12:41:35.000000,2020-08-20 12:32:18.000000,2020-08-20 12:48:18.000000
107019691,7.070864705521,-73.105581457672,7.065435977114,-73.107986077666,2020-08-20 12:43:01.620988,2020-08-20 12:42:32.000000,2020-08-20 12:52:32.000000,2020-08-20 12:42:30.000000,2020-08-20 12:58:30.000000
107019375,7.126334,-73.12094,7.1367092,-73.1208972,2020-08-20 12:45:02.387184,2020-08-20 12:52:57.000000,2020-08-20 13:02:57.000000,2020-08-20 12:41:34.000000,2020-08-20 12:57:34.000000
107018841,7.099214,-73.107135,7.102464,-73.102519,2020-08-20 12:39:01.706177,2020-08-20 12:38:49.000000,2020-08-20 12:48:49.000000,2020-08-20 12:42:58.000000,2020-08-20 12:58:58.000000
107016702,7.120705,-73.123454,7.122400849798,-73.118939213455,2020-08-20 12:42:02.132887,2020-08-20 12:41:09.000000,2020-08-20 12:51:09.000000,2020-08-20 12:33:46.000000,2020-08-20 12:49:46.000000
107018184,7.11926,-73.111419,7.103019976679,-73.120013773441,2020-08-20 12:29:01.483076,2020-08-20 12:28:24.000000,2020-08-20 12:38:24.000000,2020-08-20 12:37:49.000000,2020-08-20 12:53:49.000000
107019242,7.119746,-73.109097,7.1151036,-73.1152594,2020-08-20 12:22:01.284815,2020-08-20 12:21:46.000000,2020-08-20 12:31:46.000000,2020-08-20 12:41:10.000000,2020-08-20 12:57:10.000000
107019212,7.118037680773,-73.111155341105,7.110761860537,-73.114690003582,2020-08-20 12:47:01.470645,2020-08-20 12:45:56.000000,2020-08-20 12:55:56.000000,2020-08-20 12:41:05.000000,2020-08-20 12:57:05.000000
107017693,7.123147,-73.1107,7.1207362,-73.1201922,2020-08-20 12:33:01.697610,2020-08-20 12:32:18.000000,2020-08-20 12:42:18.000000,2020-08-20 12:37:23.000000,2020-08-20 12:53:23.000000
107013766,7.071677,-73.105193,7.079878568855,-73.108708932996,2020-08-20 12:36:01.925265,2020-08-20 12:34:57.000000,2020-08-20 12:44:57.000000,2020-08-20 12:25:20.000000,2020-08-20 12:41:20.000000
107019485,7.130426,-73.112129,7.1183176,-73.1129954,2020-08-20 12:41:02.483930,2020-08-20 12:40:46.000000,2020-08-20 12:50:46.000000,2020-08-20 12:41:53.000000,2020-08-20 12:57:53.000000
107016183,7.120705,-73.123454,7.123858690596,-73.110059760511,2020-08-20 12:35:01.126794,2020-08-20 12:34:45.000000,2020-08-20 12:44:45.000000,2020-08-20 12:32:18.000000,2020-08-20 12:48:18.000000
107013819,7.12313,-73.110625,7.128111087908,-73.106914870441,2020-08-20 12:41:02.483896,2020-08-20 12:54:14.000000,2020-08-20 13:04:14.000000,2020-08-20 12:25:30.000000,2020-08-20 12:41:30.000000
107018626,7.127291,-73.122269,7.129574,-73.118773,2020-08-20 12:48:01.510018,2020-08-20 12:47:30.000000,2020-08-20 12:57:30.000000,2020-08-20 12:35:15.000000,2020-08-20 12:51:15.000000
107136903,7.10954,-73.106201,7.119055,-73.11351,2020-08-20 21:04:00.847683,2020-08-20 21:08:04.000000,2020-08-20 21:18:04.000000,2020-08-20 21:08:54.000000,2020-08-20 21:24:54.000000
107136774,7.124835,-73.112314,7.1109096,-73.1135703,2020-08-20 20:48:01.636123,2020-08-20 20:47:22.000000,2020-08-20 20:57:22.000000,2020-08-20 21:08:12.000000,2020-08-20 21:24:12.000000
107132553,7.11023,-73.108183,7.1280841,-73.1138198,2020-08-20 20:57:01.463479,2020-08-20 20:56:00.000000,2020-08-20 21:06:00.000000,2020-08-20 20:45:53.000000,2020-08-20 21:01:53.000000
107136765,7.130426,-73.112129,7.121797684278,-73.107749372721,2020-08-20 21:01:01.023920,2020-08-20 21:01:56.000000,2020-08-20 21:11:56.000000,2020-08-20 21:08:08.000000,2020-08-20 21:24:08.000000
107137937,7.105727003894,-73.106638442322,7.1370848,-73.1198304,2020-08-20 21:15:00.859004,2020-08-20 21:14:04.000000,2020-08-20 21:24:04.000000,2020-08-20 21:15:03.000000,2020-08-20 21:31:03.000000
107136443,7.113582,-73.107446,7.120461,-73.11273,2020-08-20 21:16:00.903382,2020-08-20 21:40:11.000000,2020-08-20 21:50:11.000000,2020-08-20 21:06:20.000000,2020-08-20 21:22:20.000000
107131098,7.068692,-73.106465,7.071302,-73.116244,2020-08-20 20:42:01.148497,2020-08-20 20:43:50.000000,2020-08-20 20:53:50.000000,2020-08-20 20:34:37.000000,2020-08-20 20:50:37.000000
107116378,7.072072,-73.105261,7.081856,-73.117105,2020-08-20 19:43:01.850177,2020-08-20 19:42:43.000000,2020-08-20 19:52:43.000000,2020-08-20 19:43:37.000000,2020-08-20 19:59:37.000000
107119513,7.118037680773,-73.111155341105,7.1162824,-73.1087078,2020-08-20 19:56:01.950257,2020-08-20 19:55:23.000000,2020-08-20 20:05:23.000000,2020-08-20 19:53:26.000000,2020-08-20 20:09:26.000000
107122369,7.087811,-73.109312,7.068152378056,-73.106795847416,2020-08-20 19:56:01.950192,2020-08-20 19:55:50.000000,2020-08-20 20:05:50.000000,2020-08-20 20:02:59.000000,2020-08-20 20:18:59.000000
107115005,7.0640904,-73.1704163,7.084404866008,-73.176076970995,2020-08-20 19:38:03.857143,2020-08-20 19:38:42.000000,2020-08-20 19:48:42.000000,2020-08-20 19:39:29.000000,2020-08-20 19:55:29.000000
