CI.COURIER_ID + (SELECT NOISE FROM VARS),vehicle,start_lat,start_lng,shift_starts_at,shift_ends_at
155831.0,bicycle,10.988007354210296,-74.78963524103165,2020-08-05 10:50:02.265862,2020-08-05 21:09:01.849628
387601.0,motorcycle,10.983039300737993,-74.78962451219559,2020-08-05 10:59:01.744650,2020-08-05 13:47:04.109977
394910.0,car,11.004693423602228,-74.81169372797012,2020-08-05 13:26:03.676771,2020-08-05 13:42:04.909747
256971.0,bicycle,10.97588378290518,-74.8131850361824,2020-08-05 14:11:05.065010,2020-08-05 18:33:03.623317
282229.0,bicycle,10.978557913728274,-74.78554219007492,2020-08-05 14:27:04.153400,2020-08-05 20:21:02.713012
314629.0,motorcycle,11.015582585702738,-74.82717007398605,2020-08-05 14:31:03.945167,2020-08-05 21:15:01.664600
384772.0,bicycle,10.934398001690276,-74.78532761335373,2020-08-05 14:06:03.293017,2020-08-05 23:58:00.683484
309677.0,motorcycle,10.997755891789112,-74.81391459703445,2020-08-05 14:17:04.872909,2020-08-05 23:50:00.683463
344615.0,motorcycle,10.970859965567364,-74.78997319936752,2020-08-05 14:18:03.542217,2020-08-05 17:51:03.083047
381498.0,motorcycle,11.00144898051827,-74.80838388204575,2020-08-05 14:28:03.876690,2020-08-05 19:26:04.142358
200074.0,car,10.976357775761976,-74.81588870286942,2020-08-05 14:15:05.497176,2020-08-05 21:09:01.849228
400349.0,car,10.921503875152716,-74.80232208967209,2020-08-05 15:19:03.226301,2020-08-05 21:12:02.528558
140782.0,motorcycle,10.99457988617646,-74.81265932321548,2020-08-05 15:19:03.222016,2020-08-05 20:45:02.534151
144133.0,motorcycle,10.99363696990519,-74.81021851301193,2020-08-05 00:00:00.736981,2020-08-05 23:58:00.683271
86907.0,motorcycle,10.984273709942592,-74.79745656251907,2020-08-05 00:00:00.736484,2020-08-05 23:58:00.683165
162944.0,motorcycle,10.984258501615637,-74.79746729135513,2020-08-05 00:00:00.736556,2020-08-05 23:32:00.726207
398029.0,bicycle,10.90685318685174,-74.78961378335953,2020-08-05 00:00:00.736922,2020-08-05 23:58:00.683130
97880.0,car,10.955715006640318,-74.80026215314865,2020-08-05 00:00:00.736987,2020-08-05 17:33:06.396701
236609.0,motorcycle,11.021222340282272,-74.81376975774765,2020-08-05 00:00:00.737036,2020-08-05 17:17:03.538357
367458.0,motorcycle,10.984220480798244,-74.79742974042892,2020-08-05 00:00:00.736678,2020-08-05 21:54:01.198440
169003.0,motorcycle,10.991201102871068,-74.79355126619339,2020-08-05 00:00:00.736611,2020-08-05 23:01:00.485908
272155.0,motorcycle,10.99519582341818,-74.81774479150772,2020-08-05 00:00:00.736418,2020-08-05 22:29:00.838666
167131.0,motorcycle,10.929612448141448,-74.80286926031113,2020-08-05 00:00:00.736551,2020-08-05 23:31:00.642822
160196.0,motorcycle,11.01477654437408,-74.82641369104385,2020-08-05 00:00:00.736466,2020-08-05 23:24:00.723661
400736.0,bicycle,10.97610430364604,-74.84596163034439,2020-08-05 00:00:00.736563,2020-08-05 23:58:00.683396
144852.0,motorcycle,10.994635650041964,-74.81175273656845,2020-08-05 00:00:00.736472,2020-08-05 23:58:00.682989
383360.0,car,10.901309751676266,-74.79586333036423,2020-08-05 00:00:00.736861,2020-08-05 02:38:00.537389
207490.0,motorcycle,11.017653452889924,-74.81352299451828,2020-08-05 00:00:00.736831,2020-08-05 23:50:00.683723
370205.0,motorcycle,11.005763075931462,-74.8168757557869,2020-08-05 00:00:00.737078,2020-08-05 23:58:00.683384
380173.0,motorcycle,11.01245473979212,-74.82340425252914,2020-08-05 00:00:00.736800,2020-08-05 23:58:00.683195
133672.0,bicycle,10.999953495034257,-74.82118874788284,2020-08-05 00:00:00.736781,2020-08-05 21:30:01.485694
186874.0,motorcycle,10.968502674889187,-74.83583897352219,2020-08-05 00:00:00.736630,2020-08-05 23:43:00.704804
393547.0,motorcycle,10.918294918164996,-74.79961842298508,2020-08-05 00:00:00.736660,2020-08-05 21:27:01.518043
166855.0,walking,11.020335187876505,-74.81794863939285,2020-08-05 14:47:03.113248,2020-08-05 19:35:03.675367
366832.0,motorcycle,10.947370704583768,-74.79300945997238,2020-08-05 12:16:04.873237,2020-08-05 21:44:01.580342
294126.0,motorcycle,10.990724575293108,-74.79069739580154,2020-08-05 12:13:04.202331,2020-08-05 21:28:01.565584
291126.0,motorcycle,11.00509137482424,-74.79204922914505,2020-08-05 12:29:06.173409,2020-08-05 19:29:04.242246
87658.0,bicycle,10.989723360435171,-74.79175418615341,2020-08-05 11:38:02.881984,2020-08-05 21:54:01.198391
390220.0,motorcycle,10.904500965615874,-74.81034725904465,2020-08-05 11:53:05.072959,2020-08-05 12:19:06.597763
380529.0,motorcycle,10.968644619274109,-74.820137321949,2020-08-05 11:45:03.380205,2020-08-05 21:21:01.600505
84341.0,motorcycle,10.946065323186708,-74.81845289468765,2020-08-05 12:00:04.041691,2020-08-05 20:06:04.513982
149073.0,motorcycle,10.99054967953311,-74.804827272892,2020-08-05 11:51:04.714768,2020-08-05 15:53:03.447719
368703.0,bicycle,11.016454529781562,-74.82907980680466,2020-08-05 11:41:02.991880,2020-08-05 22:39:00.643375
397259.0,bicycle,10.892625796984367,-74.76948648691177,2020-08-05 13:01:04.355737,2020-08-05 13:34:04.148105
269689.0,car,11.004011583610357,-74.81259495019913,2020-08-05 12:57:04.141792,2020-08-05 20:36:02.903260
331986.0,bicycle,10.957185144912737,-74.78146523237228,2020-08-05 12:47:04.389283,2020-08-05 20:38:02.081034
275916.0,motorcycle,11.00483790270831,-74.8141399025917,2020-08-05 12:37:04.136810,2020-08-05 21:27:01.505163
327417.0,motorcycle,10.926672171596614,-74.7801724076271,2020-08-05 12:35:05.571749,2020-08-05 18:07:04.047565
305653.0,motorcycle,11.015174495596092,-74.82551246881485,2020-08-05 13:00:04.378850,2020-08-05 20:06:04.514713
98901.0,motorcycle,10.916878009036928,-74.78332668542862,2020-08-05 12:32:03.221505,2020-08-05 12:32:03.221505
400008.0,car,11.006657832500714,-74.81925219297409,2020-08-05 16:32:03.340932,2020-08-05 17:57:02.893132
318859.0,bicycle,10.975437671981132,-74.8109319806099,2020-08-05 16:41:03.356254,2020-08-05 18:53:03.409768
386372.0,motorcycle,10.884238404668118,-74.81142550706863,2020-08-05 17:01:03.783684,2020-08-05 20:11:03.489723
326772.0,walking,11.020791437685183,-74.8172727227211,2020-08-05 16:21:05.642760,2020-08-05 20:34:03.250002
236329.0,bicycle,11.020684979396492,-74.87107247114182,2020-08-05 16:22:04.085968,2020-08-05 19:29:04.250605
27392.0,motorcycle,11.013009843726016,-74.80990201234818,2020-08-05 13:57:03.935132,2020-08-05 20:54:01.799758
304258.0,motorcycle,10.968870209457286,-74.79733854532242,2020-08-05 13:46:03.893952,2020-08-05 18:04:02.992314
241738.0,motorcycle,11.001028216805814,-74.80797618627548,2020-08-05 13:33:05.676121,2020-08-05 21:16:01.745762
375082.0,motorcycle,10.957562818365474,-74.81054037809372,2020-08-05 13:40:04.400581,2020-08-05 15:21:02.962253
361508.0,motorcycle,11.004069882197022,-74.81554001569748,2020-08-05 14:54:03.925928,2020-08-05 18:54:04.074518
403887.0,motorcycle,10.938838833161434,-74.8337522149086,2020-08-05 14:24:04.170569,2020-08-05 22:59:00.679799
60514.0,motorcycle,10.99591061478511,-74.82183247804642,2020-08-05 12:58:04.148350,2020-08-05 13:37:04.353546
398346.0,motorcycle,10.983191384007547,-74.79562193155289,2020-08-05 12:43:04.075399,2020-08-05 21:20:02.029449
341216.0,motorcycle,11.000782348853363,-74.80215042829514,2020-08-05 12:42:04.229686,2020-08-05 21:52:01.365053
362926.0,motorcycle,10.99197926226698,-74.8076006770134,2020-08-05 12:45:05.259019,2020-08-05 19:06:05.222559
307420.0,bicycle,10.970657187874616,-74.8275026679039,2020-08-05 16:24:03.079086,2020-08-05 20:35:02.964603
165400.0,motorcycle,11.00197873724057,-74.79585260152817,2020-08-05 11:53:05.073323,2020-08-05 16:16:03.586880
393426.0,bicycle,10.949925703512385,-74.79681819677353,2020-08-05 12:01:04.157695,2020-08-05 16:50:03.506816
214107.0,motorcycle,10.9656029538829,-74.80328232049942,2020-08-05 12:00:04.043900,2020-08-05 16:19:03.094789
405038.0,car,10.985525862195304,-74.81655389070511,2020-08-05 11:39:02.811764,2020-08-05 19:01:05.290491
392371.0,bicycle,11.000959779334517,-74.80646878480911,2020-08-05 15:59:03.602656,2020-08-05 17:15:03.333677
340255.0,motorcycle,10.97822333053525,-74.837067425251,2020-08-05 15:35:04.070642,2020-08-05 21:57:00.969472
281488.0,motorcycle,10.931536301501382,-74.78064984083176,2020-08-05 15:39:03.846273,2020-08-05 17:05:03.138636
394940.0,motorcycle,10.960500560189152,-74.80232208967209,2020-08-05 15:38:03.695812,2020-08-05 23:00:00.770258
380618.0,motorcycle,10.990438151802104,-74.78827804327011,2020-08-05 15:56:03.601074,2020-08-05 18:36:05.233170
38264.0,motorcycle,10.994734504167177,-74.8236295580864,2020-08-05 15:10:02.825050,2020-08-05 17:51:03.080031
209001.0,motorcycle,10.989954020060672,-74.8120853304863,2020-08-05 16:07:03.398075,2020-08-05 16:18:03.689113
156704.0,motorcycle,10.954391882195146,-74.81056183576584,2020-08-05 16:12:04.162333,2020-08-05 22:27:00.585960
304617.0,bicycle,10.935178695807352,-74.78615909814835,2020-08-05 15:42:03.568717,2020-08-05 23:11:00.587451
198790.0,motorcycle,11.001606133230148,-74.80737537145615,2020-08-05 15:46:03.626547,2020-08-05 19:45:03.755440
197891.0,motorcycle,10.896686420281632,-74.78962987661362,2020-08-05 15:32:03.597269,2020-08-05 15:55:03.864109
275043.0,motorcycle,11.014226509882498,-74.80585724115372,2020-08-05 15:41:03.187998,2020-08-05 19:07:04.442615
352484.0,motorcycle,10.948491051336198,-74.81118947267532,2020-08-05 18:26:03.927992,2020-08-05 18:35:03.833631
363264.0,bicycle,10.978025622284818,-74.79227989912033,2020-08-05 17:44:04.409086,2020-08-05 21:40:01.040031
275873.0,bicycle,10.978190379160177,-74.8039636015892,2020-08-05 15:43:04.031411,2020-08-05 17:07:03.130253
300596.0,bicycle,11.01575241202042,-74.82563585042953,2020-08-05 17:20:04.808693,2020-08-05 23:31:00.642890
68968.0,motorcycle,10.982273814947868,-74.80252593755722,2020-08-05 18:16:03.925585,2020-08-05 18:21:03.886100
279657.0,motorcycle,10.995309885870348,-74.80191975831985,2020-08-05 18:10:03.478287,2020-08-05 21:51:00.976005
288784.0,motorcycle,10.910160997964674,-74.80843752622604,2020-08-05 18:21:03.885983,2020-08-05 22:41:00.745015
93325.0,motorcycle,11.023916748874647,-74.80625957250595,2020-08-05 18:13:03.147380,2020-08-05 18:13:03.147380
349287.0,motorcycle,10.903063778718526,-74.78309065103531,2020-08-05 18:21:03.888398,2020-08-05 18:22:03.336302
234881.0,motorcycle,10.99379665733823,-74.81008440256119,2020-08-05 18:19:04.424583,2020-08-05 22:04:01.079580
99991.0,motorcycle,11.021136159762854,-74.80694621801376,2020-08-05 18:10:03.478307,2020-08-05 20:46:02.767562
225037.0,bicycle,11.018669876074815,-74.86432403326035,2020-08-05 18:17:03.863644,2020-08-05 22:48:01.035079
221684.0,motorcycle,10.98047162820358,-74.80883985757828,2020-08-05 18:22:03.334086,2020-08-05 18:23:03.267174
164109.0,motorcycle,10.975805206549232,-74.80985909700394,2020-08-05 18:51:05.393411,2020-08-05 23:58:00.683082
194495.0,motorcycle,10.915250718052626,-74.78002220392227,2020-08-05 18:46:03.389640,2020-08-05 18:50:04.176454
398976.0,bicycle,10.96848746656223,-74.81746584177017,2020-08-05 18:34:03.780532,2020-08-05 20:18:03.265333
379815.0,motorcycle,10.982864404977995,-74.82509404420853,2020-08-05 18:45:04.041555,2020-08-05 20:12:06.586954
406402.0,bicycle,10.94336331043086,-74.80675309896469,2020-08-05 23:03:00.723428,2020-08-05 23:05:00.544580
406019.0,bicycle,10.97454291541188,-74.83352690935135,2020-08-05 21:40:01.040364,2020-08-05 21:41:01.313832
134202.0,motorcycle,11.005993735556965,-74.82920855283737,2020-08-05 22:55:00.621390,2020-08-05 22:55:00.621390
247540.0,bicycle,10.982539960669603,-74.81141477823257,2020-08-05 08:40:01.491270,2020-08-05 21:18:01.416435
89609.0,bicycle,10.99925391199428,-74.8065921664238,2020-08-05 08:46:01.209947,2020-08-05 15:26:04.547173
361660.0,motorcycle,10.965681530238832,-74.82687503099442,2020-08-05 09:00:01.665145,2020-08-05 16:12:04.161721
251042.0,motorcycle,11.015663696779846,-74.82801228761673,2020-08-05 08:39:01.407209,2020-08-05 21:08:01.659200
387263.0,motorcycle,10.992187109402046,-74.82325404882431,2020-08-05 10:57:02.458749,2020-08-05 17:16:03.783446
209370.0,motorcycle,10.988319124912898,-74.82224553823471,2020-08-05 10:37:01.951350,2020-08-05 23:58:00.683567
164573.0,motorcycle,11.027475497382362,-74.86868530511856,2020-08-05 11:01:02.531242,2020-08-05 21:53:01.092465
150521.0,motorcycle,11.01933650773973,-74.86439377069473,2020-08-05 10:42:02.035884,2020-08-05 21:14:01.886884
200160.0,bicycle,10.927108143636012,-74.77960914373398,2020-08-05 10:42:02.035766,2020-08-05 21:04:01.883495
364429.0,motorcycle,10.987414229459011,-74.81584578752518,2020-08-05 00:01:00.597457,2020-08-05 00:48:00.702599
223188.0,motorcycle,10.982334648255694,-74.82601135969162,2020-08-05 00:42:00.796849,2020-08-05 23:58:00.682976
364319.0,bicycle,11.007598214050825,-74.82068449258804,2020-08-05 00:00:00.736806,2020-08-05 22:29:00.838384
48638.0,car,10.971726840203864,-74.79352980852127,2020-08-05 00:00:00.736794,2020-08-05 23:58:00.683678
347536.0,bicycle,10.957935422375895,-74.82636004686356,2020-08-05 00:00:00.736927,2020-08-05 23:20:00.851870
354587.0,motorcycle,11.000138529678892,-74.81100171804428,2020-08-05 00:00:00.736855,2020-08-05 23:58:00.683596
279810.0,motorcycle,10.967141529626616,-74.8418578505516,2020-08-05 00:00:00.736763,2020-08-05 23:05:00.544450
242076.0,bicycle,11.005828978681611,-74.81695085763931,2020-08-05 00:00:00.736400,2020-08-05 23:58:00.683572
177435.0,motorcycle,11.005879673104792,-74.81705278158188,2020-08-05 00:00:00.736837,2020-08-05 23:58:00.683289
141529.0,motorcycle,10.979072462123623,-74.8081585764885,2020-08-05 00:00:00.736903,2020-08-05 23:09:00.608819
157867.0,motorcycle,10.975944616213006,-74.80465024709702,2020-08-05 00:00:00.736357,2020-08-05 20:16:03.310566
166863.0,motorcycle,11.014938766528267,-74.826799929142,2020-08-05 00:00:00.736812,2020-08-05 23:25:00.546929
70196.0,motorcycle,11.004498250072947,-74.82652634382248,2020-08-05 00:00:00.736363,2020-08-05 23:58:00.682952
135786.0,motorcycle,10.955580666418877,-74.8297718167305,2020-08-05 00:00:00.736515,2020-08-05 19:30:05.008855
225096.0,motorcycle,11.018104633256286,-74.81409162282944,2020-08-05 00:00:00.737024,2020-08-05 23:58:00.683154
12344.0,walking,10.994721830561382,-74.79839533567429,2020-08-05 00:00:00.736581,2020-08-05 12:26:05.064276
61135.0,motorcycle,11.014018662747432,-74.8058357834816,2020-08-05 14:24:04.171984,2020-08-05 21:12:02.527898
188675.0,motorcycle,10.97724239344658,-74.81601744890213,2020-08-05 14:11:05.061656,2020-08-05 23:02:00.716557
88918.0,motorcycle,10.94374858804708,-74.7944900393486,2020-08-05 14:30:04.416488,2020-08-05 14:32:04.385424
379731.0,motorcycle,10.990988186293675,-74.78912562131882,2020-08-05 14:07:02.900196,2020-08-05 16:16:03.589015
389588.0,motorcycle,10.935860535799216,-74.8104652762413,2020-08-05 14:31:03.943475,2020-08-05 14:31:03.943475
319977.0,motorcycle,11.018327688718308,-74.86443132162094,2020-08-05 14:27:04.152912,2020-08-05 20:22:02.719898
140637.0,motorcycle,11.022872443757002,-74.81826514005661,2020-08-05 13:43:04.871888,2020-08-05 22:05:00.994970
365215.0,motorcycle,11.009362379977723,-74.82036799192429,2020-08-05 13:46:03.893468,2020-08-05 19:05:04.339677
322293.0,bicycle,10.975103088788096,-74.80935484170914,2020-08-05 13:39:04.205838,2020-08-05 21:55:00.808343
316648.0,motorcycle,10.992977942403762,-74.80534762144089,2020-08-05 13:52:04.341125,2020-08-05 20:02:03.669443
333571.0,bicycle,10.989365964751704,-74.80872184038162,2020-08-05 14:24:04.170660,2020-08-05 17:54:03.322477
315833.0,bicycle,10.988324194355208,-74.78928655385971,2020-08-05 14:05:03.410167,2020-08-05 21:47:01.135836
379267.0,car,11.00715463784794,-74.83122557401657,2020-08-05 14:07:02.899484,2020-08-05 14:36:04.395084
142776.0,motorcycle,10.987267215631768,-74.81809884309769,2020-08-05 13:32:03.916249,2020-08-05 23:05:00.544490
164048.0,motorcycle,11.004452625092084,-74.81456905603409,2020-08-05 14:03:02.830188,2020-08-05 17:37:03.937606
72806.0,motorcycle,10.977097914340495,-74.82403188943863,2020-08-05 13:41:04.865336,2020-08-05 15:31:03.480581
398878.0,motorcycle,11.000133460236576,-74.79405552148819,2020-08-05 13:52:04.340961,2020-08-05 16:21:05.642529
340470.0,motorcycle,10.899525307980092,-74.77740973234177,2020-08-05 13:16:04.856644,2020-08-05 13:22:05.925680
50695.0,motorcycle,11.01377279479498,-74.80587869882584,2020-08-05 13:26:03.677913,2020-08-05 20:17:03.215060
305009.0,motorcycle,11.004505854236434,-74.81141477823257,2020-08-05 13:08:04.896891,2020-08-05 13:14:04.355784
174768.0,motorcycle,10.992998220173028,-74.80526179075241,2020-08-05 13:12:04.561779,2020-08-05 21:54:01.199248
387600.0,motorcycle,10.984575341760554,-74.811672270298,2020-08-05 14:44:03.780331,2020-08-05 16:36:03.981334
193600.0,motorcycle,10.97623610914632,-74.79071885347366,2020-08-05 14:39:05.643084,2020-08-05 21:15:01.662680
389128.0,car,10.971815555444444,-74.79523032903671,2020-08-05 13:12:04.562773,2020-08-05 19:53:03.410939
381448.0,bicycle,10.999195613407617,-74.80331987142563,2020-08-05 16:23:03.286421,2020-08-05 20:38:02.083960
387109.0,bicycle,10.91163874040057,-74.80827122926712,2020-08-05 16:02:03.228979,2020-08-05 17:25:03.762269
325062.0,motorcycle,10.99552280244773,-74.81559365987778,2020-08-05 15:39:03.845613,2020-08-05 15:58:04.278432
220331.0,motorcycle,10.97769864325526,-74.83958333730698,2020-08-05 15:53:03.450839,2020-08-05 17:12:04.224692
233745.0,motorcycle,11.021709006744864,-74.82037872076035,2020-08-05 17:47:03.187333,2020-08-05 23:41:00.822406
394770.0,motorcycle,10.91015085908004,-74.80565875768661,2020-08-05 14:56:03.677796,2020-08-05 19:51:05.425317
281759.0,walking,10.990724575293108,-74.81478363275528,2020-08-05 13:04:04.734770,2020-08-05 21:14:01.886845
334535.0,motorcycle,10.973384547842066,-74.80812638998032,2020-08-05 17:44:04.405256,2020-08-05 21:19:01.593888
284915.0,motorcycle,10.980225760251123,-74.82794255018234,2020-08-05 17:53:02.964897,2020-08-05 19:12:04.991693
299908.0,bicycle,10.990633325331366,-74.78802591562271,2020-08-05 17:22:03.965492,2020-08-05 21:00:01.756925
377934.0,bicycle,11.004949430439318,-74.81543272733688,2020-08-05 17:14:03.649936,2020-08-05 20:37:02.879575
380003.0,motorcycle,10.924069012965964,-74.78251129388809,2020-08-05 15:43:04.034894,2020-08-05 23:22:00.698026
243059.0,bicycle,10.975982637030391,-74.83140796422958,2020-08-05 16:32:03.338623,2020-08-05 22:25:00.849961
394161.0,car,10.979678260480703,-74.81021851301193,2020-08-05 16:33:03.813818,2020-08-05 20:36:02.901803
388596.0,motorcycle,10.940511749126609,-74.80837851762772,2020-08-05 16:52:03.355634,2020-08-05 19:53:03.408011
97008.0,motorcycle,10.991074366813097,-74.80160862207413,2020-08-05 13:49:03.323447,2020-08-05 21:35:01.569825
223728.0,motorcycle,11.000873598815096,-74.83206242322922,2020-08-05 14:03:02.828237,2020-08-05 19:52:03.615853
391388.0,car,10.92696112980878,-74.82516914606094,2020-08-05 13:09:03.647792,2020-08-05 18:40:03.593884
332667.0,motorcycle,10.984648848674176,-74.79733318090439,2020-08-05 18:02:04.544899,2020-08-05 19:36:04.779190
380565.0,motorcycle,11.00885036630354,-74.83707278966904,2020-08-05 18:14:03.157180,2020-08-05 21:31:01.529906
194173.0,motorcycle,10.982605863419742,-74.83171910047531,2020-08-05 18:10:03.472693,2020-08-05 19:24:04.182819
385957.0,motorcycle,10.96665739788518,-74.86768752336502,2020-08-05 19:19:04.938196,2020-08-05 22:35:00.791427
308348.0,bicycle,10.971189479318078,-74.80615228414536,2020-08-05 18:47:04.017261,2020-08-05 20:07:03.178400
167842.0,motorcycle,11.015177030317254,-74.82550710439682,2020-08-05 18:40:03.594375,2020-08-05 18:42:03.916106
402129.0,bicycle,11.003058528454453,-74.81032580137253,2020-08-05 18:35:03.833457,2020-08-05 21:14:01.885922
319035.0,motorcycle,10.979521107768823,-74.82078105211258,2020-08-05 17:48:03.172412,2020-08-05 20:57:02.319120
336855.0,bicycle,11.017884112515423,-74.81331914663315,2020-08-05 18:37:03.574797,2020-08-05 18:38:04.751763
309708.0,motorcycle,10.986955444929173,-74.80922073125839,2020-08-05 19:09:03.670207,2020-08-05 20:30:02.747731
371783.0,motorcycle,10.96195042069229,-74.79856163263321,2020-08-05 18:35:03.831247,2020-08-05 20:13:03.000056
370055.0,motorcycle,10.982327044092216,-74.8086467385292,2020-08-05 20:31:02.592643,2020-08-05 21:13:01.595198
286961.0,motorcycle,10.990422943475146,-74.78796690702438,2020-08-05 20:11:03.489215,2020-08-05 23:58:00.683419
361725.0,motorcycle,11.014099773824531,-74.80956941843033,2020-08-05 20:23:03.184194,2020-08-05 22:38:00.685542
382617.0,motorcycle,10.967316425386606,-74.83809739351273,2020-08-05 19:47:03.512972,2020-08-05 22:15:01.176312
270751.0,motorcycle,11.0001005088615,-74.8110231757164,2020-08-05 19:51:05.425221,2020-08-05 23:57:00.476981
351393.0,motorcycle,10.943806886633745,-74.79599744081497,2020-08-05 19:52:03.620128,2020-08-05 21:40:01.040404
326621.0,bicycle,10.957555214201996,-74.80123847723007,2020-08-05 16:32:03.341557,2020-08-05 20:05:03.075322
354942.0,motorcycle,11.003324674176175,-74.822658598423,2020-08-05 16:36:03.981611,2020-08-05 22:03:00.747873
195262.0,motorcycle,10.991337977813664,-74.80697840452194,2020-08-05 19:42:05.326396,2020-08-05 21:52:01.362984
403204.0,motorcycle,11.005545089911756,-74.8166236281395,2020-08-05 16:33:03.809634,2020-08-05 18:32:05.667205
363791.0,motorcycle,11.00420929186079,-74.79120165109634,2020-08-05 18:09:02.642160,2020-08-05 22:04:01.079197
286810.0,motorcycle,10.959925178485982,-74.8315367102623,2020-08-05 18:32:05.668383,2020-08-05 22:08:00.863457
277118.0,motorcycle,10.94090970034862,-74.83363956212997,2020-08-05 18:39:04.168148,2020-08-05 23:58:00.682983
279770.0,motorcycle,11.008880782957457,-74.81618911027908,2020-08-05 16:00:03.863271,2020-08-05 19:32:03.679277
144320.0,motorcycle,10.989302596722716,-74.82969671487808,2020-08-05 15:55:03.865189,2020-08-05 20:44:02.575553
323931.0,bicycle,11.004462763976726,-74.79289144277573,2020-08-05 23:01:00.486249,2020-08-05 23:01:00.486249
391792.0,car,11.002772104963448,-74.81218189001083,2020-08-05 07:28:01.083493,2020-08-05 15:26:04.549346
74795.0,motorcycle,11.020449250328674,-74.83638614416122,2020-08-05 07:20:01.122376,2020-08-05 20:10:03.430783
