order_id,pickup_lat,pickup_lng,delivery_lat,delivery_lng,placement_time,preparation_time,ready_time,drop_off_time
21,4.808150123496,-75.726155790178,4.7964296,-75.792479,11:00:00,14:05:10,15:05:10,11:30:00
22,4.811204,-75.693312,4.8037059,-75.6972655,11:03:07,11:09:00,11:14:00,11:33:07
23,4.814012,-75.713595,4.824813197537,-75.700131282021,11:03:44,11:04:59,11:19:59,11:35:44
24,4.809498,-75.740748,4.790238446836,-75.73662363575,11:03:53,11:04:47,11:24:47,11:33:53
25,4.808956389431,-75.741201903225,4.790238446836,-75.73662363575,11:03:53,11:04:37,11:27:37,11:33:53
26,4.804508,-75.687265,4.828771,-75.688971,11:04:49,11:11:33,11:16:33,11:41:49
27,4.814854327256,-75.698365329448,4.7933614,-75.6915129,11:06:27,11:07:08,11:25:08,11:36:27
28,4.812135,-75.694512,4.815076,-75.707842,11:08:45,11:09:21,11:19:21,11:38:45
29,4.809363,-75.741384,4.783109324057,-75.725542791258,11:13:59,11:20:27,11:25:27,11:43:59
30,4.811078,-75.693117,4.8174954,-75.6976746,11:15:35,11:16:10,11:37:10,11:45:35
31,4.814012,-75.713595,4.8072177,-75.7129024,11:15:52,11:17:25,11:32:25,11:45:52
32,4.835715,-75.669585,4.8279439,-75.6889626,11:16:41,11:18:08,11:40:08,11:46:41
33,4.806466369531,-75.684117169941,4.808330556553,-75.709744056761,11:17:01,11:18:23,11:35:23,11:47:01
34,4.803224,-75.697282,4.793804,-75.692385,11:20:07,11:21:25,11:41:25,11:56:07
35,4.812135,-75.694512,4.803761,-75.683849,11:20:51,11:21:27,11:31:27,11:50:51
36,4.812399,-75.77302,4.79823,-75.760293,11:20:56,11:21:32,11:44:32,11:50:56
37,4.806466369531,-75.684117169941,4.820521,-75.686102,11:21:00,11:22:17,11:39:17,11:51:00
38,4.806692,-75.68465,4.8069086,-75.6895081,11:27:19,11:28:19,12:12:19,11:57:19
39,4.835715,-75.669585,4.824939,-75.68581,11:27:37,11:29:08,11:54:08,11:57:37
40,4.811078,-75.693117,4.808194222025,-75.72006739676,11:28:07,11:28:43,11:51:43,12:02:07
41,4.805889726596,-75.737519860268,4.7985481,-75.7236434,11:28:21,11:29:40,11:45:40,11:58:21
42,4.814012,-75.713595,4.8164676,-75.7130706,11:28:39,11:30:13,11:45:13,11:52:39
43,4.812284,-75.68645,4.820246637543,-75.680959783494,11:29:27,11:30:49,11:35:49,11:46:27
44,4.806692,-75.68465,4.8138523,-75.6956395,11:32:04,11:32:52,12:15:52,12:02:04
45,4.806466369531,-75.684117169941,4.813877,-75.673298,11:32:26,11:33:30,11:51:30,12:02:26
46,4.806794,-75.685447,4.798715845494,-75.693362988532,11:33:05,11:33:41,11:54:41,12:03:05
47,4.810833,-75.6935,4.7939989,-75.6927144,11:33:38,11:35:11,11:55:11,12:03:38
48,4.812399,-75.77302,4.8078064,-75.7586175,11:34:48,11:35:25,11:58:25,12:04:48
49,4.807521378372,-75.683883247562,4.8024455,-75.6891954,11:36:43,11:37:40,12:00:40,12:06:43
50,4.805665,-75.737934,4.8067823,-75.7215919,11:36:46,11:37:22,11:59:22,12:06:46
51,4.809281,-75.742504,4.8001653,-75.7506379,11:39:11,11:40:16,11:55:16,12:09:11
52,4.803293,-75.694394,4.796186,-75.6911672,11:39:42,11:40:20,12:02:20,12:09:42
53,4.806466369531,-75.684117169941,4.8022085,-75.6855886,11:40:04,11:41:17,11:58:17,12:10:04
54,4.806687,-75.683304,4.837085421361,-75.691049017449,11:42:21,11:43:40,12:17:40,12:33:21
55,4.806466369531,-75.684117169941,4.8083434,-75.693808,11:42:31,11:43:33,12:05:33,12:12:31
56,4.80946102039,-75.740926882278,4.8112523,-75.7536596,11:43:04,11:44:32,12:13:32,12:13:04
57,4.809182,-75.697816,4.8132843,-75.7140876,11:43:41,11:44:17,12:05:17,12:13:41
58,4.811204,-75.693312,4.813492,-75.695223,11:43:57,11:45:16,12:06:16,12:13:57
59,4.835755927857,-75.669493310128,4.834513815208,-75.664665028453,11:44:13,11:44:50,12:04:50,12:14:13
60,4.806466369531,-75.684117169941,4.8123783,-75.711662,11:46:25,11:47:34,12:04:34,12:16:25
61,4.810835,-75.690965,4.821304,-75.6834517,11:46:34,11:47:10,12:09:10,12:16:34
62,4.807069607706,-75.683780824398,4.804508,-75.688071,11:46:53,11:47:44,12:02:44,12:16:53
63,4.805889726596,-75.737519860268,4.8011861,-75.7476144,11:47:37,11:48:58,12:04:58,12:17:37
64,4.808464244395,-75.69000400056,4.799735854764,-75.695241205394,11:48:22,11:49:16,11:56:16,12:02:22
65,4.806692,-75.68465,4.8048887,-75.6892863,11:49:05,11:49:51,12:27:51,12:19:05
66,4.812399,-75.77302,4.8098229,-75.7741568,11:49:09,11:49:45,12:12:45,12:19:09
67,4.80763,-75.683741,4.817008,-75.692008,11:49:09,11:49:41,11:59:41,12:19:09
68,4.811073,-75.693117,4.811409342446,-75.70911604072,11:50:03,11:51:18,11:56:18,12:20:03
69,4.808956389431,-75.741201903225,4.795395208622,-75.730292648077,11:50:22,11:51:00,12:10:00,12:20:22
70,4.808757,-75.691009,4.8102105,-75.6810902,11:50:29,11:52:31,12:02:31,12:20:29
71,4.806466369531,-75.684117169941,4.8118557,-75.694573,11:51:29,11:52:18,12:04:18,12:21:29
72,4.807062,-75.683784,4.828927919314,-75.675251707435,11:52:51,11:53:28,12:18:28,12:22:51
73,4.809002,-75.740603,4.798686,-75.755907,11:54:11,11:54:49,12:20:49,12:24:11
74,4.807062,-75.683784,4.815575036382,-75.71605078876,11:55:22,11:55:58,12:20:58,12:25:22
75,4.806466369531,-75.684117169941,4.7974769,-75.6921285,11:55:41,11:56:58,12:15:58,12:25:41
76,4.814854327256,-75.698365329448,4.8009292,-75.6850308,11:56:02,11:57:07,12:15:07,12:26:02
77,4.806794,-75.685447,4.827944,-75.688962,11:56:49,11:57:25,12:19:25,12:29:49
78,4.806466369531,-75.684117169941,4.814280092125,-75.691467672586,11:57:02,11:58:12,12:15:12,12:27:02
79,4.807577597043,-75.721255728836,4.801462,-75.757078,11:57:56,11:58:50,12:26:50,12:27:56
80,4.835755927857,-75.669493310128,4.8277765,-75.6693746,11:59:22,11:59:59,12:19:59,12:29:22
81,4.808150123496,-75.726155790178,4.809392,-75.8418561,12:00:00,12:33:19,13:33:19,12:30:00
82,4.808150123496,-75.726155790178,4.799996,-75.684811,12:00:00,12:26:57,13:26:57,12:30:00
83,4.806466369531,-75.684117169941,4.7981432,-75.6903157,12:00:05,12:01:29,12:19:29,12:30:05
84,4.812135,-75.694512,4.8240852,-75.6636641,12:00:43,12:01:20,12:11:20,12:30:43
85,4.806466369531,-75.684117169941,4.804189,-75.687826,12:01:52,12:02:41,12:21:41,12:31:52
86,4.807317,-75.720848,4.818369715468,-75.702816098928,12:02:10,12:08:22,12:13:22,12:33:10
87,4.808952,-75.681521,4.8134433,-75.694328,12:02:18,12:03:10,12:41:10,12:34:18
88,4.809223,-75.741798,4.8107826,-75.7588052,12:02:22,12:03:12,12:25:12,12:47:22
89,4.805665,-75.737934,4.789373986476,-75.735676847398,12:02:54,12:03:30,12:25:30,12:32:54
90,4.814854327256,-75.698365329448,4.80412,-75.690303,12:04:26,12:05:15,12:23:15,12:34:26
91,4.805889726596,-75.737519860268,4.797323757323,-75.77327616563,12:04:27,12:05:54,12:22:54,12:34:27
92,4.809002,-75.740603,4.805965,-75.7478946,12:04:51,12:05:26,12:29:26,12:34:51
93,4.80763,-75.683741,4.801396,-75.706259,12:05:16,12:06:03,12:16:03,12:35:16
94,4.806217,-75.683348,4.8107689,-75.704054,12:05:25,12:06:42,12:31:42,12:31:25
95,4.812399,-75.77302,4.825361,-75.795547,12:05:51,12:06:28,12:30:28,12:35:51
96,4.80724105296,-75.68353723677,4.8063263,-75.6878604,12:06:13,12:06:48,12:33:48,12:36:13
97,4.806692,-75.68465,4.808969324885,-75.687765218318,12:06:25,12:07:30,12:41:30,12:36:25
98,4.812135,-75.694512,4.804264,-75.694231,12:07:29,12:08:07,12:18:07,12:37:29
99,4.8292183,-75.6770416,4.8177446,-75.6691703,12:08:03,12:10:11,12:40:11,12:38:03
100,4.808952,-75.681521,4.824049,-75.686932,12:10:29,12:11:40,12:54:40,12:50:29
101,4.807521378372,-75.683883247562,4.814851,-75.694486,12:11:02,12:11:58,12:35:58,12:41:02
102,4.792196,-75.710936,4.7902926,-75.7099792,12:11:06,12:11:42,12:30:42,12:41:06
103,4.812399,-75.77302,4.8103179,-75.7597815,12:11:14,12:11:50,12:31:50,12:41:14
104,4.811078,-75.693117,4.8093956,-75.6947412,12:11:18,12:11:55,12:35:55,12:41:18
105,4.809192,-75.740626,4.810063487981,-75.74701488018,12:11:32,12:12:35,12:32:35,12:41:32
106,4.803293,-75.694394,4.796303,-75.697404,12:12:26,12:13:04,12:37:04,12:42:26
107,4.807317,-75.720848,4.802878061748,-75.755060836673,12:12:55,12:18:45,12:23:45,12:43:55
108,4.808658,-75.679497,4.8022243,-75.6969087,12:13:25,12:14:23,12:48:23,12:43:25
109,4.803549,-75.684791,4.8014374,-75.6916172,12:14:39,12:15:53,12:33:53,12:44:39
110,4.802243,-75.747682,4.7981699,-75.7529259,12:15:25,12:21:21,12:26:21,12:45:25
111,4.806747,-75.683759,4.8299325,-75.664668,12:16:28,12:17:22,12:35:22,12:46:28
112,4.826105384696,-75.68348993006,4.8299325,-75.664668,12:16:28,12:17:46,12:54:46,12:53:28
113,4.805665,-75.737934,4.788792642722,-75.735887736082,12:19:36,12:20:12,12:42:12,12:49:36
114,4.809192,-75.740626,4.809815,-75.75324,12:20:37,12:21:57,12:36:57,12:50:37
115,4.812135,-75.694512,4.8135417,-75.6985896,12:21:21,12:21:57,12:31:57,12:51:21
116,4.807062,-75.683784,4.799909,-75.693403,12:21:22,12:21:58,12:46:58,12:51:22
117,4.812135,-75.694512,4.805501066826,-75.69456461817,12:22:29,12:23:07,12:33:07,12:52:29
118,4.811244,-75.691009,4.823443,-75.682425,12:25:57,12:27:35,12:42:35,12:55:57
119,4.811078,-75.693117,4.8142432,-75.7145352,12:26:54,12:27:31,12:49:31,13:00:54
120,4.814885,-75.695052,4.802078228617,-75.688570551574,12:27:51,12:29:11,12:44:11,12:57:51
121,4.810833,-75.6935,4.8073273,-75.6901487,12:28:17,12:29:31,12:44:31,12:58:17
122,4.80946102039,-75.740926882278,4.812853,-75.713892,12:29:24,12:30:31,12:59:31,12:59:24
123,4.805868,-75.683569,4.797831033595,-75.693042108831,12:29:35,12:31:00,12:58:00,12:59:35
124,4.80763,-75.683741,4.8019541,-75.6864562,12:29:51,12:30:32,12:40:32,12:59:51
125,4.807176532428,-75.686493464071,4.8256874,-75.6804278,12:32:50,12:33:28,13:09:28,13:15:50
126,4.803741,-75.684179,4.7958813,-75.6960928,12:33:33,12:34:56,12:39:56,13:03:33
127,4.806466369531,-75.684117169941,4.7922914,-75.6947735,12:35:04,12:36:32,12:54:32,13:05:04
128,4.806147183346,-75.682348936176,4.8253537,-75.6929846,12:35:54,12:37:08,13:02:08,13:05:54
129,4.809002,-75.740603,4.8083797,-75.743517,12:36:30,12:37:12,13:02:12,13:06:30
130,4.809192,-75.740626,4.8083797,-75.743517,12:36:30,12:37:51,12:50:51,13:06:30
131,4.807176532428,-75.686493464071,4.803809,-75.691354,12:36:33,12:37:09,13:13:09,13:08:33
132,4.814854327256,-75.698365329448,4.8129229,-75.7102002,12:38:11,12:39:09,12:57:09,13:08:11
133,4.835755927857,-75.669493310128,4.8371282,-75.6765858,12:39:42,12:40:19,13:00:19,13:09:42
134,4.81695,-75.693998,4.82839617684,-75.68179104312,12:40:26,12:41:31,13:16:31,13:23:26
135,4.806466369531,-75.684117169941,4.8232027,-75.6886372,12:40:52,12:41:47,12:58:47,13:10:52
136,4.803741,-75.684179,4.815333487369,-75.692254900932,12:41:50,12:43:07,12:48:07,13:11:50
137,4.806488,-75.682238,4.80843410309,-75.687338411808,12:42:41,12:43:40,13:07:40,13:07:41
138,4.807388,-75.683625,4.8086507,-75.6715172,12:42:47,12:43:24,13:10:24,13:12:47
139,4.80724105296,-75.68353723677,4.8093565,-75.6804851,12:45:25,12:46:03,13:17:03,13:15:25
140,4.806466369531,-75.684117169941,4.806794691393,-75.683767721057,12:46:37,12:47:30,13:05:30,13:16:37
141,4.814063,-75.763696,4.796989,-75.7706231,12:47:34,12:49:17,12:59:17,13:17:34
142,4.806466369531,-75.684117169941,4.8092699,-75.6982804,12:48:07,12:49:14,13:08:14,13:18:07
143,4.809302,-75.740562,4.80944,-75.75512,12:48:08,12:48:46,13:00:46,13:18:08
144,4.807934,-75.687068,4.811979,-75.705947,12:48:12,12:49:10,13:29:10,13:08:12
145,4.835715,-75.669585,4.8290816,-75.6753765,12:49:19,12:50:12,13:12:12,13:19:19
146,4.807062,-75.683784,4.8178243,-75.6988093,12:49:39,12:50:14,13:15:14,13:19:39
147,4.803293,-75.694394,4.800597,-75.690764,12:52:26,12:53:03,13:14:03,13:22:26
148,4.807546,-75.721799,4.8139858,-75.7043865,12:53:51,12:55:01,13:28:01,13:23:51
149,4.835392293608,-75.669079329448,4.8312643,-75.6782231,12:55:26,12:57:59,13:10:59,13:25:26
150,4.812399,-75.77302,4.812882,-75.782906,12:55:31,12:56:07,13:19:07,13:25:31
151,4.809302,-75.740562,4.806755,-75.722049,12:56:10,12:56:47,13:08:47,13:26:10
152,4.805665,-75.737934,4.7938657,-75.7464441,12:56:23,12:56:59,13:18:59,13:26:23
153,4.805665,-75.737934,4.7933089,-75.7484393,12:58:17,12:58:52,13:20:52,13:28:17
154,4.8292183,-75.6770416,4.797877,-75.689814,12:58:30,12:59:49,13:29:49,13:28:30
155,4.8060959,-75.7162763,4.8163827,-75.714329,12:58:34,12:59:42,13:04:42,13:19:34
156,4.814161,-75.694233,4.8138059,-75.6983418,12:58:42,12:59:18,13:20:18,13:28:42
157,4.802093,-75.693135,4.8017901,-75.6865,12:58:47,12:59:49,13:04:49,13:28:47
158,4.806466369531,-75.684117169941,4.816038,-75.693201,12:59:29,13:00:36,13:22:36,13:29:29
159,4.808150123496,-75.726155790178,4.80497,-75.68285,13:00:00,14:18:04,15:18:04,13:30:00
160,4.811068,-75.691096,4.79903,-75.691778,13:00:00,12:06:33,13:46:33,13:30:00
161,4.807056604724,-75.683782457672,4.8281361,-75.6692798,13:00:00,12:54:08,12:59:08,13:30:00
162,4.811242869917,-75.69100929592,4.815864689333,-75.692291030143,13:00:00,18:16:57,18:31:57,17:00:00
163,4.812399,-75.77302,4.806116808371,-75.784381069243,13:00:19,13:00:54,13:26:54,13:30:19
164,4.806794,-75.685447,4.824786909974,-75.674241855741,13:00:57,13:01:35,13:23:35,13:38:57
165,4.806794,-75.685447,4.802031,-75.689288,13:01:12,13:01:51,13:23:51,13:31:12
166,4.806794,-75.685447,4.80777,-75.712661,13:02:16,13:02:52,13:24:52,13:40:16
167,4.807317,-75.720848,4.795249130549,-75.749198662348,13:07:34,13:08:47,13:26:47,13:38:34
168,4.803224,-75.697282,4.8037094,-75.7164327,13:09:23,13:10:08,13:30:08,13:45:23
169,4.80727,-75.683549,4.804493,-75.689565,13:09:28,13:10:35,13:34:35,13:39:28
170,4.800826,-75.742917,4.797049348195,-75.77061496675,13:11:08,13:12:56,13:51:56,13:47:08
171,4.835755927857,-75.669493310128,4.836775889495,-75.691085457802,13:12:23,13:13:00,13:33:00,13:42:23
172,4.808658,-75.679497,4.818014,-75.6987975,13:13:10,13:14:31,13:43:31,13:43:10
173,4.811143,-75.693125,4.8077928,-75.6853421,13:13:21,13:14:21,13:26:21,13:43:21
174,4.809223,-75.741789,4.809380136435,-75.717197600823,13:13:55,13:14:46,13:24:46,13:43:55
175,4.8292183,-75.6770416,4.83735619001,-75.665130726993,13:14:00,13:16:02,13:41:02,13:44:00
176,4.809182,-75.697816,4.810866,-75.698554,13:15:52,13:16:31,13:37:31,13:45:52
177,4.812399,-75.77302,4.8075244,-75.7586396,13:16:25,13:17:01,13:40:01,13:46:25
178,4.811204,-75.693312,4.7992996,-75.6940776,13:16:26,13:17:51,13:39:51,13:46:26
179,4.808948,-75.681425,4.7983455,-75.6907166,13:20:30,13:21:36,13:57:36,13:51:30
180,4.806747,-75.683759,4.806952,-75.685204,13:21:36,13:22:50,13:43:50,13:51:36
181,4.807317,-75.720848,4.807831,-75.746241,13:22:16,13:24:11,13:42:11,13:53:16
182,4.792196,-75.710936,4.802355530936,-75.711783729494,13:23:16,13:23:52,13:42:52,13:53:16
183,4.807317,-75.720848,4.7962097,-75.7384038,13:23:36,13:24:43,13:41:43,13:54:36
184,4.810833,-75.6935,4.8248213,-75.6862189,13:25:29,13:26:21,13:46:21,13:55:29
185,4.811204,-75.693312,4.8067351,-75.6870051,13:25:36,13:26:41,13:47:41,13:55:36
186,4.806466369531,-75.684117169941,4.811685,-75.679782,13:27:51,13:30:00,13:48:00,13:57:51
187,4.8288856501,-75.679165658,4.857125197633,-75.660882778466,13:35:08,13:35:53,13:40:53,14:05:08
188,4.806687,-75.683304,4.8155242,-75.6975171,13:36:25,13:39:06,14:13:06,14:13:25
189,4.809223,-75.741798,4.802704,-75.801361,13:37:42,13:39:11,14:01:11,14:27:42
190,4.808437,-75.687339,4.8261179,-75.6709475,13:37:44,13:38:23,13:45:23,14:07:44
191,4.80946102039,-75.740926882278,4.80186,-75.759062,13:37:50,13:38:58,14:07:58,14:07:50
192,4.80946102039,-75.740926882278,4.8075244,-75.7586396,13:38:51,13:39:49,14:08:49,14:08:51
193,4.806759219213,-75.747789693866,4.809458441063,-75.755180194974,13:41:15,13:42:55,13:52:55,14:11:15
194,4.805665,-75.737934,4.7933418,-75.7484552,13:42:03,13:42:41,14:04:41,14:12:03
195,4.809302,-75.740562,4.808582,-75.761539,13:45:33,13:46:09,13:58:09,14:15:33
196,4.827255,-75.679078,4.8430183,-75.6667874,13:45:54,13:47:07,14:13:07,14:09:54
197,4.806687,-75.683304,4.8133614,-75.6997612,13:47:39,13:48:54,14:17:54,14:24:39
198,4.808758125901,-75.689879783714,4.8449679,-75.666149,13:51:49,13:52:27,13:58:27,14:21:49
199,4.811204,-75.693312,4.810593,-75.6966518,13:53:08,13:54:36,14:16:36,14:23:08
200,4.810833,-75.6935,4.812081,-75.69545,13:53:50,13:54:56,14:11:56,14:23:50
201,4.809250947241,-75.740641683189,4.811299131256,-75.737829655479,13:54:09,13:55:07,14:19:07,14:22:09
202,4.807069607706,-75.683780824398,4.79781,-75.693203,13:54:10,13:56:15,14:11:15,14:24:10
203,4.812135,-75.694512,4.825390940987,-75.729575827718,13:55:27,13:56:05,14:06:05,14:25:27
204,4.810833,-75.6935,4.8268282,-75.6813087,13:57:42,13:58:52,14:15:52,14:27:42
205,4.807062,-75.683784,4.82581122331,-75.683359690011,13:58:24,13:59:02,14:24:02,14:28:24
206,4.811068,-75.691096,4.8007715,-75.7434381,14:00:00,13:05:41,14:50:41,14:30:00
207,4.809302,-75.740562,4.7930529,-75.746339,14:01:43,14:02:19,14:14:19,14:31:43
208,4.811078,-75.693117,4.8043878,-75.6992197,14:03:28,14:04:05,14:25:05,14:37:28
209,4.806466369531,-75.684117169941,4.7985057,-75.6895189,14:04:42,14:05:35,14:22:35,14:34:42
210,4.807577597043,-75.721255728836,4.799661350372,-75.71637198329,14:04:44,14:05:53,14:17:53,14:34:44
211,4.806687,-75.683304,4.80699,-75.68235,14:05:22,14:06:25,14:55:25,14:38:22
212,4.811244,-75.691009,4.793684,-75.691098,14:05:54,14:06:56,14:21:56,14:35:54
213,4.806794,-75.685447,4.8348361,-75.6721309,14:06:41,14:07:18,14:28:18,14:46:41
214,4.812135,-75.694512,4.831883238152,-75.668634697795,14:06:55,14:07:31,14:17:31,14:36:55
215,4.810833,-75.6935,4.81527,-75.721351,14:08:28,14:09:33,14:24:33,14:38:28
216,4.804508,-75.687265,4.807128,-75.699516,14:08:48,14:09:56,14:37:56,14:45:48
217,4.807069607706,-75.683780824398,4.797782,-75.69298,14:14:28,14:17:25,14:32:25,14:44:28
218,4.808757,-75.691009,4.8197979,-75.7081299,14:14:39,14:16:05,14:26:05,14:44:39
219,4.811244,-75.691009,4.8093669,-75.6806663,14:16:15,14:23:09,14:38:09,14:46:15
220,4.798673,-75.7247991,4.8057946,-75.7202506,14:19:46,14:21:16,14:36:16,14:49:46
221,4.806794,-75.685447,4.8337524,-75.6818479,14:21:06,14:21:42,14:42:42,14:59:06
222,4.8135984,-75.6988994,4.8041895,-75.6878257,14:24:21,14:25:11,14:31:11,14:54:21
223,4.808437,-75.687339,4.809977625475,-75.686256811023,14:24:29,14:25:16,14:32:16,14:54:29
224,4.806247596669,-75.684383338623,4.807369,-75.686964,14:35:11,14:36:22,15:16:22,15:05:11
225,4.809250947241,-75.740641683189,4.7929776,-75.7127255,14:38:04,14:39:00,15:02:00,15:17:04
226,4.809250947241,-75.740641683189,4.799878,-75.75015,14:38:30,14:39:26,15:02:26,15:06:30
227,4.812135,-75.694512,4.827989805012,-75.670219548047,14:40:31,14:41:12,14:51:12,15:10:31
228,4.806466369531,-75.684117169941,4.8239766,-75.6818746,14:41:03,14:42:09,15:00:09,15:11:03
229,4.835893,-75.669631,4.8307597,-75.6698209,14:42:16,14:43:36,15:03:36,15:04:16
230,4.806747,-75.683759,4.83192,-75.669678,14:43:29,14:44:21,14:54:21,15:13:29
231,4.808437,-75.687339,4.8229919,-75.6750794,14:43:29,14:44:07,14:51:07,15:13:29
232,4.808758125901,-75.689879783714,4.831123863424,-75.685796476901,14:44:18,14:44:55,14:50:55,15:14:18
233,4.806794,-75.685447,4.8307597,-75.6698209,14:48:06,14:48:42,15:09:42,15:28:06
234,4.808757,-75.691009,4.8192728,-75.6764781,14:51:16,14:52:28,16:12:28,15:21:16
235,4.807145104825,-75.683708169312,4.8066327,-75.6931833,14:53:49,14:55:14,15:27:14,15:15:49
236,4.805889726596,-75.737519860268,4.809153,-75.743309,14:54:16,14:55:16,15:21:16,15:24:16
237,4.807145104825,-75.683708169312,4.8118125,-75.6945921,14:56:23,14:57:13,15:44:13,15:21:23
238,4.808150123496,-75.726155790178,4.7975659,-75.6919293,15:00:00,14:55:21,15:55:21,15:30:00
239,4.835392293608,-75.669079329448,4.8443605,-75.6579881,15:01:06,15:02:14,15:12:14,15:31:06
240,4.807934,-75.687068,4.806952,-75.685204,15:05:36,15:06:35,15:31:35,15:18:36
241,4.812135,-75.694512,4.792299,-75.710856,15:10:34,15:11:12,15:21:12,15:40:34
242,4.825093,-75.676586,4.828862162891,-75.662635062707,15:10:43,15:11:44,15:33:44,15:41:43
243,4.809249,-75.742135,4.806947373677,-75.742001496255,15:12:41,15:13:34,15:21:34,15:42:41
244,4.806747,-75.683759,4.82804927241,-75.688964836299,15:15:32,15:16:25,15:31:25,15:45:32
245,4.807083,-75.683778,4.8430183,-75.6667874,15:16:21,15:16:58,15:26:58,15:46:21
246,4.808464244395,-75.69000400056,4.82388,-75.69097,15:17:45,15:18:57,15:32:57,15:35:45
247,4.808316,-75.681029,4.800448,-75.6905663,15:17:57,15:23:13,15:28:13,15:52:57
248,4.806981,-75.683506,4.82951223558,-75.668515339494,15:21:54,15:23:31,15:41:31,16:01:54
249,4.8112683,-75.693181,4.8159973,-75.6941208,15:22:39,15:23:25,15:33:25,15:52:39
250,4.808437,-75.687339,4.7965752,-75.6909819,15:25:16,15:26:00,15:34:00,15:55:16
251,4.810833,-75.6935,4.798715845494,-75.693362988532,15:28:25,15:29:22,15:39:22,15:58:25
252,4.8065,-75.697369,4.815023115137,-75.704212859273,15:29:06,15:29:59,16:29:59,15:59:06
253,4.807069607706,-75.683780824398,4.837845,-75.6701607,15:40:46,15:41:52,15:56:52,16:10:46
254,4.810833,-75.6935,4.812796,-75.703772,15:50:04,15:51:34,16:01:34,16:20:04
255,4.812592,-75.773236,4.8117871,-75.7645861,15:55:41,15:57:01,16:27:01,16:17:41
256,4.806794,-75.685447,4.814815998077,-75.703704833984,15:57:37,15:58:13,16:19:13,16:30:37
257,4.811177849844,-75.691947067633,4.818553,-75.6997,15:59:25,16:00:48,16:29:48,16:29:25
258,4.811068,-75.691096,4.8088658,-75.6872489,16:00:00,15:25:19,17:05:19,16:30:00
259,4.811068,-75.691096,4.8185237,-75.6819256,16:00:00,15:23:36,17:13:36,16:30:00
260,4.808757,-75.691009,4.8140947,-75.6975281,16:03:24,16:04:44,16:24:44,16:33:24
261,4.812135,-75.694512,4.8089791,-75.6855301,16:05:35,16:06:10,16:16:10,16:35:35
262,4.807934,-75.687068,4.8084827,-75.6923377,16:05:35,16:06:34,16:16:34,16:18:35
263,4.809223,-75.741789,4.805014286491,-75.756245367229,16:08:45,16:09:31,16:19:31,16:38:45
264,4.806747,-75.683759,4.8048481,-75.689471,16:10:09,16:11:43,16:32:43,16:40:09
265,4.808897,-75.682122,4.7999095,-75.696878,16:10:26,16:11:37,16:26:37,16:36:26
266,4.806247596669,-75.684383338623,4.803615,-75.690309,16:10:28,16:11:49,16:51:49,16:40:28
267,4.809250947241,-75.740641683189,4.7970191,-75.7468375,16:11:32,16:12:29,16:29:29,16:39:32
268,4.806747,-75.683759,4.8033097,-75.6866462,16:11:59,16:13:00,16:29:00,16:41:59
269,4.835764,-75.670016,4.831282,-75.675617,16:12:13,16:17:24,16:22:24,16:47:13
270,4.80724105296,-75.68353723677,4.8029886,-75.6872194,16:21:35,16:22:12,16:55:12,16:51:35
271,4.808758125901,-75.689879783714,4.8070338,-75.7136158,16:23:19,16:23:54,16:29:54,16:53:19
